word_id,spelling,dictionary_headword,phonetic_reference,translation_reference,definition_en_reference,inflections_reference,source_id,match_method,review_status,issues
cet4-w-5f3ecc6f5e8026ee9e59,cater,cater,'keitә,"v. 提供饮食及服务, 投合, 迎合",v. supply food ready to eat; for parties and banquets,i:catering/d:catered/3:caters/p:catered,ecdict-bc015ed2e24a,exact,draft,
cet4-w-db12da512dcdee815294,cattle,cattle,kætl,"n. 牛, 家畜
[法] 家畜",n. domesticated bovine animals as a group regardless of sex or age,s:cattle/0:cattle/1:s,ecdict-bc015ed2e24a,exact,draft,
cet4-w-4597ad804e5aad563761,cause,cause,kɒ:z,"n. 原因, 目标
vt. 引起, 使产生, 使遭受","n. events that provide the generative force that is the origin of something
n. a justification for something existing or happening
v. give rise to; cause to happen or occur, not always intentionally",d:caused/i:causing/s:causes/p:caused/3:causes,ecdict-bc015ed2e24a,exact,draft,
cet4-w-297f3fb68a36325bcb53,caution,caution,'kɒ:ʃәn,"n. 小心, 慎重, 警示
vt. 警告
[计] 警告","n. the trait of being cautious; being attentive to possible danger
n. a warning against certain acts
n. judiciousness in avoiding harm or danger
v. warn strongly; put on guard",d:cautioned/p:cautioned/s:cautions/3:cautions/i:cautioning,ecdict-bc015ed2e24a,exact,draft,
cet4-w-b13f39966d5c49bfd8e6,cautious,cautious,'kɒ:ʃәs,"a. 谨慎的, 小心的","a. showing careful forethought; never making swift decisions""
s. avoiding excess",,ecdict-bc015ed2e24a,exact,draft,
cet4-w-455031dc89f2f5ba58e6,cave,cave,keiv,"n. 洞, 穴
vi. 凹陷, 塌落
vt. 挖洞, 使凹陷, 损坏...的基础","n. a geological formation consisting of an underground enclosure with access from the surface of the ground or from the sea
v. hollow out as if making a cave or opening
v. explore natural caves",s:caves/p:caved/d:caved/i:caving/3:caves,ecdict-bc015ed2e24a,exact,draft,
cet4-w-e8f998d51869db890813,cease,cease,si:s,"n. 停止
v. 停止, 终了",n. (`cease' is a noun only in the phrase `without cease') end,d:ceased/3:ceases/p:ceased/i:ceasing,ecdict-bc015ed2e24a,exact,draft,
cet4-w-0505f283751b898fea9c,ceiling,ceiling,'si:liŋ,"n. 天花板
[经] 顶点, 顶线, 上限","n. the overhead upper surface of a covered space
n. (meteorology) altitude of the lowest layer of clouds
n. an upper limit on what is allowed
n. maximum altitude at which a plane can fly (under specified conditions)",s:ceilings,ecdict-bc015ed2e24a,exact,draft,
cet4-w-6abcb6328da5a5307d99,celebrate,celebrate,'selibreit,"v. 庆祝, 祝贺, 举行",v. have a celebration,i:celebrating/p:celebrated/d:celebrated/3:celebrates,ecdict-bc015ed2e24a,exact,draft,
cet4-w-841ee87e9b13976a3dca,celebration,celebration,.seli'breiʃәn,"n. 庆祝, 庆典","n. a joyful occasion for special festivities to mark some happy event
n. any joyous diversion
n. the public performance of a sacrament or solemn ceremony with all appropriate ritual",s:celebrations,ecdict-bc015ed2e24a,exact,draft,
cet4-w-be6c1e0d58a64d665923,cell,cell,sel,"n. 单元, 细胞, 电池
[计] 单元","n. any small compartment
n. (biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals
n. a device that delivers an electric current as the result of a chemical reaction
n. a small unit serving as part of or as the nucleus of a larger political movement",s:cells,ecdict-bc015ed2e24a,exact,draft,
cet4-w-40f88564fa90547238ca,cell-phone,cell-phone,'self'əʊn, 移动电话; 手机,,,ecdict-bc015ed2e24a,exact,draft,
cet4-w-0e59dadbef792de9dbe7,cellar,cellar,'selә,"n. 地窖, 地下室, 藏酒",n. storage space where wines are stored,s:cellars,ecdict-bc015ed2e24a,exact,draft,
cet4-w-b69be7712b43e9428ab4,Celsius,celsius,'selsiәs,a. 摄氏的,n. Swedish astronomer who devised the centigrade thermometer (1701-1744),,ecdict-bc015ed2e24a,case_insensitive,draft,
cet4-w-e9ad73364127488efc04,cement,cement,si'ment,"n. 水泥, 胶结剂
vt. 胶合, 用水泥涂
vi. 黏牢","n. concrete pavement is sometimes referred to as cement
n. a building material that is a powder made of a mixture of calcined limestone and clay; used with water and sand or gravel to make concrete and mortar
n. something that hardens to act as adhesive material
n. any of various materials used by dentists to fill cavities in teeth",s:cements/d:cemented/p:cemented/i:cementing/3:cements,ecdict-bc015ed2e24a,exact,draft,
cet4-w-e9c6524fe487f02fe8b7,cent,cent,sent,"n. 分
[经] 美分",n. a fractional monetary unit of several countries,s:cents,ecdict-bc015ed2e24a,exact,draft,
cet4-w-3308cb456c6b0372bc83,center,center,'sentә,"n. 中心, 中心点, 中锋
a. 中央的, 位在正中的
vt. 集中, 定中心
vi. 居中
[计] 居中; 中央","n. an area that is approximately central within some larger region
n. a building dedicated to a particular activity
n. a point equidistant from the ends of a line or the extremities of a figure",s:centers/d:centered/p:centered/i:centering/3:centers,ecdict-bc015ed2e24a,exact,draft,存在多个字形候选，需核对词性义项
cet4-w-0ec30b62a1ca17c7f2be,centigrade,centigrade,'sentigreid,"a. 百分度的, 摄氏的
[医] 百分度",a. of or relating to a temperature scale on which the freezing point of water is 0 degrees and the boiling point of water is 100 degrees,,ecdict-bc015ed2e24a,exact,draft,
cet4-w-cc982aff6553769131ca,centimeter,centimeter,'sentimi:tә,"n. 厘米
[医] 厘米",n. a metric unit of length equal to one hundredth of a meter,s:centimeters,ecdict-bc015ed2e24a,exact,draft,存在多个字形候选，需核对词性义项
cet4-w-4e4690b497f120492956,central,central,'sentrәl,"a. 中央的, 重要的
[医] 中央的, 中心的, 中枢的","n. a workplace that serves as a telecommunications facility where lines from telephones can be connected together to permit communication
a. in or near a center or constituting a center; the inner area",,ecdict-bc015ed2e24a,exact,draft,
cet4-w-1eaf6ccbcc36bbc9a731,centralize,centralize,'sentrәlaiz,"vt. 集聚, 集中, 施行中央集权
vi. 集中",v. make central,d:centralized/i:centralizing/p:centralized/3:centralizes,ecdict-bc015ed2e24a,exact,draft,存在多个字形候选，需核对词性义项
cet4-w-adeb83284190de37855e,century,century,'sentʃuri,"n. 世纪, 百年",n. a period of 100 years,s:centuries,ecdict-bc015ed2e24a,exact,draft,
cet4-w-e61b4a15f052a5a92e13,cereal,cereal,'siәriәl,"n. 谷类食品, 谷类植物
a. 谷类的","n. grass whose starchy grains are used as food: wheat; rice; rye; oats; maize; buckwheat; millet
n. a breakfast food prepared from grain
a. made of grain or relating to grain or the plants that produce it",s:cereals,ecdict-bc015ed2e24a,exact,draft,
cet4-w-dda3b4ba3b877e59c87a,ceremonial,ceremonial,.seri'mәunjәl,"n. 仪式
a. 正式的",s. marked by pomp or ceremony or formality,s:ceremonials,ecdict-bc015ed2e24a,exact,draft,
cet4-w-203a352fc6ef54a26007,ceremony,ceremony,'serimәni,"n. 典礼, 仪式, 礼节
[法] 典礼, 仪式","n. a formal event performed on a special occasion
n. any activity that is performed in an especially solemn elaborate or formal way
n. the proper or conventional behavior on some solemn occasion",s:ceremonies,ecdict-bc015ed2e24a,exact,draft,
cet4-w-a5ba230e0eb53b65fb1c,certain,certain,'sә:tәn,"a. 确定的, 某一个的, 必然的
[法] 确凿的, 无疑的, 可靠的","s. definite but not specified or identified
a. having or feeling no doubt or uncertainty; confident and assured
a. established beyond doubt or question; definitely known
a. certain to occur; destined or inevitable",,ecdict-bc015ed2e24a,exact,draft,
cet4-w-bc00611e9e674f5cabd2,certainly,certainly,'sә:tәnli,adv. 确定地,r definitely or positively (`sure' is sometimes used informally for `surely'),,ecdict-bc015ed2e24a,exact,draft,
cet4-w-4fe7cdfc2eb7d7244817,certainty,certainty,'sә:tәnti,"n. 确定, 确实的事情
[法] 确定, 肯定, 必然的事","n. the state of being certain
n. something that is certain",s:certainties,ecdict-bc015ed2e24a,exact,draft,
cet4-w-9a5ce3a1fbe954602b26,certificate,certificate,sә'tifikeit,"n. 证书, 证明书
vt. 发给证明书, 用证书批准, 用证书证明","n. a document attesting to the truth of certain stated facts
v. present someone with a certificate
v. authorize by certificate",s:certificates/d:certificated/p:certificated/i:certificating/3:certificates,ecdict-bc015ed2e24a,exact,draft,
cet4-w-78b11cdf91a8189aad91,chain,chain,tʃein,"n. 链, 枷锁, 束缚
vt. 用铁练锁住, 束缚, 囚禁","n. a series of things depending on each other as if linked together
n. (chemistry) a series of linked atoms (generally in an organic molecule)
n. a series of (usually metal) rings or links fitted into one another to make a flexible ligament
n. (business) a number of similar establishments (stores or restaurants or banks or hotels or theaters) under one ownership",s:chains/d:chained/p:chained/i:chaining/3:chains,ecdict-bc015ed2e24a,exact,draft,
cet4-w-44f1c4c44d59d417bb44,chair,chair,tʃєә,"n. 椅子, 显要的席位, 主席
vt. 使入座, 使就任要职","n. a seat for one person, with a support for the back
n. a particular seat in an orchestra
v. act or preside as chair, as of an academic department in a university",s:chairs/d:chaired/p:chaired/i:chairing/3:chairs,ecdict-bc015ed2e24a,exact,draft,
cet4-w-0a4146f93c81a09013b0,chairman,chairman,'tʃєәmәn,"n. 主席, 会长
[经] 主席","n the officer who presides at the meetings of an organization
v act or preside as chair, as of an academic department in a university",s:chairmen/i:chairmanning/p:chairmanned/3:chairmans/d:chairmanned,ecdict-bc015ed2e24a,exact,draft,
cet4-w-7fb8c7d558e710e50328,chairperson,chairperson,'tʃeәp\\\\:s(e)n,n. 主席,n the officer who presides at the meetings of an organization,s:chairpersons,ecdict-bc015ed2e24a,exact,draft,
cet4-w-a31669e4d94a0a4b1a70,chalk,chalk,tʃɒ:k,"n. 粉笔, 白垩
vt. 用粉笔写, 记录","n. a soft whitish calcite
n. a pure flat white with little reflectance
n. a piece of calcite or a similar substance, usually in the shape of a crayon, that is used to write or draw on blackboards or other flat surfaces
v. write, draw, or trace with chalk",p:chalked/s:chalks/d:chalked/i:chalking/3:chalks,ecdict-bc015ed2e24a,exact,draft,
cet4-w-8f4599a245a69a9b6b13,challenge,challenge,'tʃælindʒ,"n. 挑战, 盘问
vt. 向...挑战, 要求, 怀疑
vi. 挑战, 对(证据等)表示异议","n. a demanding or stimulating situation
n. a call to engage in a contest or fight
n. questioning a statement and demanding an explanation
n. a formal objection to the selection of a particular person as a juror",s:challenges/d:challenged/p:challenged/i:challenging/3:challenges,ecdict-bc015ed2e24a,exact,draft,
cet4-w-d169357c4b44d892ab63,challenging,challenging,'tʃælindʒiŋ,"a. 挑战的, 引起争论的","s. stimulating interest or thought
s. disturbingly provocative",0:challenge/1:i/i:challenging,ecdict-bc015ed2e24a,exact,draft,
cet4-w-c96f8dd7a0b71c368099,champagne,champagne,ʃæm'pein,"n. 香槟酒, 香槟酒色
[化] 香槟酒","n. a white sparkling wine either produced in Champagne or resembling that produced there
n. a region of northeastern France",s:champagnes,ecdict-bc015ed2e24a,exact,draft,
cet4-w-4ee52c41d5a8701f697b,champion,champion,'tʃæmpiәn,"n. 冠军, 拥护者, 战士
vt. 保卫, 拥护
a. 优胜的","n. someone who has won first place in a competition
n. someone who fights for a cause
v. protect or fight for as a champion
s. holding first place in a contest",s:champions/d:championed/i:championing/p:championed/3:champions,ecdict-bc015ed2e24a,exact,draft,
cet4-w-b569312d11aa9a0f1ddf,championship,championship,'tʃæmpiәnʃip,"n. 冠军身份, 冠军称号, 捍卫","n. the status of being a champion
n. a competition at which a champion is chosen",s:championships,ecdict-bc015ed2e24a,exact,draft,
cet4-w-492359869349d01531c2,chance,chance,tʃæns. tʃɑ:ns,"n. 机会, 意外, 可能性
vi. 偶然发生
vt. 冒险","n. a risk involving danger
v. be the case by chance",s:chances/p:chanced/d:chanced/i:chancing/3:chances,ecdict-bc015ed2e24a,exact,draft,
cet4-w-4166b9ba35447fc442e1,change,change,tʃeindʒ,"n. 变化, 找回的零钱, 找头, 更换
vt. 改变, 更换, 兑换","n. an event that occurs when something passes from one state or phase to another
n. a relational difference between states; especially between states before and after some event
n. the action of changing something
n. the result of alteration or modification",s:changes/d:changed/i:changing/p:changed/3:changes,ecdict-bc015ed2e24a,exact,draft,
cet4-w-3069b923d82857c39a99,channel,channel,'tʃænәl,"n. 海峡, 航道, 频道
vt. 引导, 在...上挖沟, 形成河道
[计] 信道, 通道","n. a path over which electrical signals can pass
n. a passage for water (or other fluids) to flow through
n. a deep and relatively narrow body of water (as in a river or a harbor or a strait linking two larger bodies) that allows the best passage for vessels
n. (often plural) a means of communication or access",s:channels/d:channelled/i:channelling/p:channelled/3:channels,ecdict-bc015ed2e24a,exact,draft,
cet4-w-1c92d9f285ff53704f0e,chaos,chaos,'keiɒs,"n. 大混乱, 混沌
[化] 混沌; 浑沌","n. a state of extreme confusion and disorder
n. the formless and disordered state of matter before the creation of the cosmos
n. (Greek mythology) the most ancient of gods; the personification of the infinity of space preceding creation of the universe
n. (physics) a dynamical system that is extremely sensitive to its initial conditions",,ecdict-bc015ed2e24a,exact,draft,
cet4-w-92337ff65752b546407e,chaotic,chaotic,kei'ɒtik,"a. 混乱的, 无秩序的
[法] 混乱的, 混沌的","s. lacking a visible order or organization
s. completely unordered and unpredictable and confusing
a. of or relating to a sensitive dependence on initial conditions",,ecdict-bc015ed2e24a,exact,draft,
cet4-w-e6dac2d3e4d746e316a2,chapter,chapter,'tʃæptә,"n. 章, 篇, 重要章节
[计] 章; 段","n. a subdivision of a written work; usually numbered and titled
n. any distinct period in history or in a person's life
n. a local branch of some fraternity or association
n. an ecclesiastical assembly of the monks in a monastery or even of the canons of a church",s:chapters,ecdict-bc015ed2e24a,exact,draft,
cet4-w-10b509d88b6087e1ec27,character,character,'kærәktә,"n. 个性, 字符, 人物, 性质, 品格, 资格
[计] 字符","n. the inherent complex of attributes that determines a persons moral and ethical actions and reactions
n. an actor's portrayal of someone in a play
n. a person of a specified kind (usually with many eccentricities)
n. good repute",s:characters/i:charactering/p:charactered/3:characters/d:charactered,ecdict-bc015ed2e24a,exact,draft,
cet4-w-dcc1cee0599400415718,characteristic,characteristic,.kærәktә'ristik,"n. 特性, 特征, 特色
a. 特性的, 特有的, 有特色的
[计] 阶; 指数","n. a distinguishing quality
n. the integer part (positive or negative) of the representation of a logarithm; in the expression log 643 = 2.808 the characteristic is 2
n. any measurable property of a device measured under closely specified conditions
a. typical or distinctive",s:characteristics,ecdict-bc015ed2e24a,exact,draft,
cet4-w-0dfa4a6815c81480ccfb,characterize,characterize,'kærәktәraiz,"vt. 描绘...的特性, 刻划...的性格",v. be characteristic of,d:characterized/p:characterized/3:characterizes/i:characterizing,ecdict-bc015ed2e24a,exact,draft,存在多个字形候选，需核对词性义项
cet4-w-81fab503de71f9d2e01c,charge,charge,tʃɑ:dʒ,"n. 指控, 费用, 冲锋, 电荷, 炸药, 主管, 被托管人, 命令
vt. 控诉, 加罪于, 使充满, 使充电, 使承担
vi. 冲锋, 要价, 收费","n. an impetuous rush toward someone or something
n. (criminal law) a pleading describing some wrong or offense
n. the price charged for some article or service
n. the quantity of unbalanced electricity in a body (either positive or negative) and construed as an excess or deficiency of electrons",s:charges/d:charged/p:charged/i:charging/3:charges,ecdict-bc015ed2e24a,exact,draft,
cet4-w-a897356a7d7c07375ab1,charitable,charitable,'tʃæritәbl,"a. 大慈大悲的, 宽厚的, 慈善的
[法] 慈善的, 慷慨的, 宽恕的","a. relating to or characterized by charity
a. full of love and generosity
s. showing or motivated by sympathy and understanding and generosity",,ecdict-bc015ed2e24a,exact,draft,
cet4-w-3c7341e26cb352644114,charity,charity,'tʃæriti,"n. 慈悲, 博爱, 慈善团体, 施舍
[法] 宽大, 宽恕, 慈善机关","n. a foundation created to promote the public good (not for assistance to any particular individuals)
n. a kindly and lenient attitude toward people
n. an activity or gift that benefits the public at large
n. an institution set up to provide help to the needy",s:charities,ecdict-bc015ed2e24a,exact,draft,
cet4-w-f6092178fe5d65b3496f,charm,charm,tʃɑ:m,"n. 吸引力, 魔力, 符咒
vt. 迷住, 使陶醉, 行魔法
vi. 用符咒, 有魅力","n. something believed to bring good luck
n. (physics) one of the six flavors of quark
v. control by magic spells, as by practicing witchcraft
v. protect through supernatural powers or charms",s:charms/d:charmed/p:charmed/i:charming/3:charms,ecdict-bc015ed2e24a,exact,draft,
cet4-w-6ff4a3da5ce47e9a1735,charming,charming,'tʃɑ:miŋ,"a. 迷人的, 有吸引力的","s. pleasing or delighting
s. possessing or using or characteristic of or appropriate to supernatural powers",0:charm/1:i/i:charming,ecdict-bc015ed2e24a,exact,draft,
cet4-w-13d750c7867e9c8e9adf,chart,chart,tʃɑ:t,"n. 图表, 海图
vt. 制成图表
[计] 图表","n. a visual display of information
n. a map designed to assist navigation by air or sea
v. make a chart of
v. plan in detail",s:charts/i:charting/d:charted/3:charts/p:charted,ecdict-bc015ed2e24a,exact,draft,
cet4-w-201afd57ea6afe1f6bc4,charter,charter,'tʃɑ:tә,"n. 特许状, 执照, 宪章
vt. 特许, 发给特许执照","n. a document incorporating an institution and specifying its rights; includes the articles of incorporation and the certificate of incorporation
n. a contract to hire or lease transportation
v. grant a charter to",s:charters/d:chartered/p:chartered/i:chartering/3:charters,ecdict-bc015ed2e24a,exact,draft,
cet4-w-3b354c19dd9f74340eeb,chase,chase,tʃeis,"n. 追求, 狩猎, 追逐
vt. 追捕, 追逐, 雕刻, 在...上镶嵌宝石
vi. 追赶, 奔跑","n. United States politician and jurist who served as chief justice of the United States Supreme Court (1808-1873)
n. a rectangular metal frame used in letterpress printing to hold together the pages or columns of composed type that are printed at one time
v. go after with the intent to catch
v. pursue someone sexually or romantically",i:chasing/d:chased/p:chased/3:chases/s:chases,ecdict-bc015ed2e24a,exact,draft,
cet4-w-5366708f9ad63c5d3776,chat,chat,tʃæt,"n. 闲谈
vi. 闲谈, 聊天",n. an informal conversation,i:chatting/p:chatted/s:chats/d:chatted/3:chats,ecdict-bc015ed2e24a,exact,draft,
cet4-w-918d45725908e3772a8b,cheap,cheap,tʃi:p,"a. 便宜的, 不值钱的, 可鄙的
adv. 便宜地","a. relatively low in price or charging low prices
s. embarrassingly stingy",r:cheaper/t:cheapest,ecdict-bc015ed2e24a,exact,draft,
cet4-w-f78f6e3210ce913873c2,cheat,cheat,tʃi:t,"n. 欺骗, 作弊, 骗子
v. 欺骗, 逃脱, 骗取","n. a deception for profit to yourself
v. deprive somebody of something by deceit
v. defeat someone through trickery or deceit
v. engage in deceitful behavior; practice trickery or fraud",i:cheating/d:cheated/p:cheated/s:cheats/3:cheats,ecdict-bc015ed2e24a,exact,draft,
cet4-w-0e17f6b3a819213f5943,check,check,tʃek,"n. 检查, 支票, 阻止物, 寄物牌, 象棋中将军
vt. 检查, 阻止, 核对, 寄存, 托运
vi. 逐项相符, 开支票
[计] 复选","n. a written order directing a bank to pay money
n. the bill in a restaurant
n. the act of inspecting or verifying
n. a mark left after a small piece has been chopped or broken off of something",i:checking/d:checked/p:checked/s:checks/3:checks,ecdict-bc015ed2e24a,exact,draft,存在多个字形候选，需核对词性义项
cet4-w-9a72d978ec06fb5668ad,cheek,cheek,tʃi:k,"n. 颊, 厚颜, 脸蛋
[医] 颊","n. either side of the face below the eyes
v. speak impudently to",s:cheeks/p:cheeked/i:cheeking/3:cheeks/d:cheeked,ecdict-bc015ed2e24a,exact,draft,
cet4-w-4b10be0dbddeda512d82,cheer,cheer,tʃiә,"n. 愉快, 振奋, 欢呼
vi. 欢呼, 喝彩, 快活起来
vt. 使振奋, 欢呼","n. a cry or shout of approval
v. give encouragement to
v. show approval or good wishes by shouting
v. cause (somebody) to feel happier or more cheerful",s:cheers/i:cheering/d:cheered/p:cheered/3:cheers,ecdict-bc015ed2e24a,exact,draft,
cet4-w-a4ba4224c42604a58449,cheerful,cheerful,'tʃiәful,"a. 快活的, 高兴的, 兴高采烈的","a. being full of or promoting cheer; having or showing good spirits
s. pleasantly (even unrealistically) optimistic",,ecdict-bc015ed2e24a,exact,draft,
cet4-w-3cf757af287d87939f3f,cheese,cheese,tʃi:z,"n. 乳酪
[化] 干酪","n. a solid food prepared from the pressed curd of milk
v. used in the imperative (get away, or stop it)
v. wind onto a cheese",d:cheesed/0:cheese/i:cheesing/3:cheese/1:3/p:cheesed/s:cheeses,ecdict-bc015ed2e24a,exact,draft,
cet4-w-3312f8d8c75ea2e9e392,chef,chef,ʃef,n. 厨师,n. a professional cook,s:chefs,ecdict-bc015ed2e24a,exact,draft,
cet4-w-191e491a880c3b547242,chemical,chemical,'kemikl,"n. 化学药品
a. 化学的, 化学上用的","n. material produced by or used in a reaction involving changes in atoms or molecules
a. relating to or used in chemistry
a. of or made from or using substances produced by or used in reactions involving atomic or molecular changes",s:chemicals,ecdict-bc015ed2e24a,exact,draft,
cet4-w-0c414d5b0c52173ecf02,chemist,chemist,'kemist,"n. 化学家, 药剂师
[化] 化学家; 化学师; 化学工作者; 药剂师; 药房",n. a scientist who specializes in chemistry,s:chemists,ecdict-bc015ed2e24a,exact,draft,
cet4-w-0701f32572b1cea0911b,chemistry,chemistry,'kemistri,"n. 化学, 化学过程
[化] 化学","n. the science of matter; the branch of the natural sciences dealing with the composition of substances and their properties and reactions
n. the chemical composition and properties of a substance or object
n. the way two individuals relate to each other",,ecdict-bc015ed2e24a,exact,draft,
cet4-w-a274addadb4a28825ba0,cherish,cherish,'tʃeriʃ,"vt. 珍爱, 怀有, 爱护",v be fond of; be attached to,d:cherished/p:cherished/3:cherishes/i:cherishing,ecdict-bc015ed2e24a,exact,draft,
cet4-w-73cd11b03e3e068037fd,chess,chess,tʃes,"n. 国际象棋
[建] 雀麦","n. weedy annual native to Europe but widely distributed as a weed especially in wheat
n. a board game for two players who move their 16 pieces according to specific rules; the object is to checkmate the opponent's king",,ecdict-bc015ed2e24a,exact,draft,
cet4-w-9fc995eec5ea96bfcbc0,chest,chest,tʃest,"n. 胸, 胸部, 衣柜, 箱子
[医] 胸, 胸廓",n. box with a lid; used for storage; usually large and sturdy,s:chests/p:chested,ecdict-bc015ed2e24a,exact,draft,
cet4-w-2ce9d3be5bcd127eb907,chew,chew,tʃu:,"vt. 咀嚼, 嚼碎
vi. 咀嚼, 细想
n. 咀嚼, 咀嚼物","n. a wad of something chewable as tobacco
n. biting and grinding food in your mouth so it becomes soft enough to swallow
v. chew (food); to bite and grind with the teeth",i:chewing/p:chewed/d:chewed/3:chews/s:chews,ecdict-bc015ed2e24a,exact,draft,
cet4-w-836ceb7af83f3dc03cc1,chicken,chicken,'tʃikin,"n. 小鸡, 鸡肉","n. the flesh of a chicken used for food
n. a domestic fowl bred for flesh or eggs; believed to have been developed from the red jungle fowl
n. a foolhardy competition; a dangerous activity that is continued until one competitor becomes afraid and stops
s. easily frightened",s:chickens/p:chickened/d:chickened/i:chickening,ecdict-bc015ed2e24a,exact,draft,
cet4-w-fd61f23e6cbf92cf418e,chief,chief,tʃi:f,"n. 领袖, 酋长, 长官, 主要部分
a. 主要的, 首位的",s. most important element,s:chiefs,ecdict-bc015ed2e24a,exact,draft,
cet4-w-d84a36499767c2a3d0e3,child,child,tʃaild,"n. 孩子, 产物, 追随者
[医] 儿童","n. a young person of either sex
n. a human offspring (son or daughter) of any age
n. an immature childish person
n. a member of a clan or tribe",s:children,ecdict-bc015ed2e24a,exact,draft,
cet4-w-2de2b88c297dc2b33c90,childish,childish,'tʃaildiʃ,"a. 天真的, 孩子气的",s. indicating a lack of maturity,,ecdict-bc015ed2e24a,exact,draft,
cet4-w-bb8021c47c2d86db42e2,chill,chill,tʃil,"n. 寒冷, 寒意, 失意
a. 寒冷的, 冷漠的
vt. 使寒心, 冷冻
vi. 变冷","n. coldness due to a cold environment
n. a sensation of cold that often marks the start of an infection and the development of a fever
n. a sudden numbing dread
v. depress or discourage",d:chilled/s:chills/p:chilled/i:chilling/3:chills,ecdict-bc015ed2e24a,exact,draft,
cet4-w-d5a6f1ef041dc3cf5190,chilly,chilly,'tʃili,"a. 寒冷的, 冷淡的, 不友好的
[建] 番椒, 冷","s. not characterized by emotion
s. appreciably or disagreeably cold
s. lacking warmth of feeling",s:chillies/r:chillier/t:chilliest,ecdict-bc015ed2e24a,exact,draft,
cet4-w-efafc87e37472fc2008e,chimney,chimney,'tʃimni,"n. 烟囱, 灯罩
[电] 烟囱",n. a vertical flue that provides a path through which smoke from a fire is carried away through the wall or roof of a building,s:chimneys,ecdict-bc015ed2e24a,exact,draft,
cet4-w-b48029847489b044d632,chin,chin,tʃin,"n. 下巴, 颏
[医] 颏","n. the protruding part of the lower jaw
v. raise oneself while hanging from one's hands until one's chin is level with the support bar",s:chins/p:chinned/i:chinning/3:chins/d:chinned,ecdict-bc015ed2e24a,exact,draft,
cet4-w-23095cd139bdbdd3eb2e,china,China,'tʃainә,"n. 中国, 瓷器
a. 中国的","n. a communist nation that covers a vast territory in eastern Asia; the most populous country in the world
n. high quality porcelain originally made only in China",,ecdict-bc015ed2e24a,case_insensitive,draft,
cet4-w-dc0d1486eb84365f0ef1,chip,chip,tʃip,"n. 屑片, 薄片, 碎片
vt. 削, 切, 削成碎片, 使摔倒, 凿
vi. 削下屑片
[计] 孔屑; 组件; 晶片; 芯片","n. a triangular wooden float attached to the end of a log line
n. a piece of dried bovine dung
n. a thin crisp slice of potato fried in deep fat
n. a small disk-shaped counter used to represent money when gambling",s:chips/p:chipped/d:chipped/i:chipping/3:chips,ecdict-bc015ed2e24a,exact,draft,
cet4-w-c2483115edf2c72c76a3,chocolate,chocolate,'tʃɒkәlit,"n. 巧克力
a. 巧克力制的","n. a food made from roasted ground cacao beans
n. a medium brown to dark-brown color",s:chocolates,ecdict-bc015ed2e24a,exact,draft,
cet4-w-89d526ee0e35216c62b0,choice,choice,tʃɒis,"n. 选择, 精选品, 选择权
a. 精选的, 挑三拣四的, 上等的
[计] DOS内部命令:在批处理文件中
该命令用于提示用户作出选择, 决定批处理文件的流程","n. the person or thing chosen or selected
n. the act of choosing or selecting
s. of superior grade
s. appealing to refined taste",s:choices,ecdict-bc015ed2e24a,exact,draft,
cet4-w-b829bae036c0fa6a39e8,choke,choke,tʃәuk,"vt. 窒息, 阻塞, 噎, 抑制
vi. 窒息, 阻塞, 噎
n. 窒息, 噎, 阻气门","n. a coil of low resistance and high inductance used in electrical circuits to pass direct current and attenuate alternating current
n. a valve that controls the flow of air into the carburetor of a gasoline engine
v. breathe with great difficulty, as when experiencing a strong emotion
v. be too tight; rub or press",p:choked/i:choking/d:choked/3:chokes/s:chokes,ecdict-bc015ed2e24a,exact,draft,
cet4-w-9e39114d995b03dc2266,cholesterol,cholesterol,kә'lestәrɒl,"n. 胆固醇
[化] 胆固醇; 胆固醇",n. an animal sterol that is normally synthesized by the liver; the most abundant steroid in animal tissues,,ecdict-bc015ed2e24a,exact,draft,
cet4-w-ac35d361f697f1f97bb7,choose,choose,tʃu:z,"vt. 选择, 宁愿, 欲
vi. 作出选择, 愿意
[计] 选取","v. pick out, select, or choose from a number of alternatives
v. select as an alternative over another
v. see fit or proper to act in a certain way; decide to act in a certain way",d:chosen/p:chose/i:choosing/3:chooses,ecdict-bc015ed2e24a,exact,draft,
cet4-w-b645abd8f073bae1ed15,choosy,choosy,'tʃu:zi,"a. 慎重选择的, 好挑剔的",s. difficult to please,r:choosier,ecdict-bc015ed2e24a,exact,draft,
cet4-w-627038c8848a9d09e999,chop,chop,tʃɒp,"n. 肋条肉, 排骨, 砍, 戳记, 商标
vt. 剁碎, 砍, 切击, 割断
vi. 砍, 突然转向","n. the irregular motion of waves (usually caused by wind blowing in a direction opposite to the tide)
n. a small cut of meat including part of a rib
n. a jaw
n. a tennis return made with a downward motion that puts backspin on the ball",d:chopped/s:chops/i:chopping/p:chopped/3:chops,ecdict-bc015ed2e24a,exact,draft,
cet4-w-76c26329051dc6e8f8c4,chopstick,chopstick,'tʃɔpstik,n. 筷子,n. one of a pair of slender sticks used as oriental tableware to eat food with,s:chopsticks,ecdict-bc015ed2e24a,exact,draft,
