word_id,exam_example_id,order_index,sentence,translation,matched_surface,target_word_analysis,exam_context,difficulty_rationale,source_year,source_paper,source_section,source_exam_type
c43c4b6b-a406-44bc-883a-451f6c2e42d3,ee9d3a41-4026-4e45-b7e6-e890016c0ae5,1,"My research suggests that horror works by exploiting an ancient set of biological defence mechanisms-an evolved fear system, which we share with other animals.",我的研究表明，恐怖作品通过利用一套古老的生物防御机制——一种我们与其他动物共有的进化而来的恐惧系统——来发挥作用。,system,在本句中，system 为可数名词，意为“系统”，与 fear 搭配构成“恐惧系统”，指代一套生物性的、进化形成的反应机制。语法上作同位语，补充说明前文的“ancient set of biological defence mechanisms”。,该句出自2024年12月六级真题（第1套）仔细阅读部分，属于社科类研究论述，探讨恐怖作品的心理机制。,句子长度适中（25词），包含插入语和定语从句，但结构清晰，符合真题级例句难度，既体现考试语境又不刻意复杂。,2024,2024年12月六级真题(第1套),careful_reading,cet6
442ed84a-975d-4b0c-ac4a-f5c8fd955d7c,eeb89973-e83c-40b5-bbd5-0a9d46550d18,1,But the extent to which individuals can do this on their own is a function of how well integrated they are with communities of systematic inquiry in the first place.,但个人能够在多大程度上独立做到这一点，首先取决于他们与系统性探究社区的融合程度。,systematic,systematic 是形容词，修饰 inquiry，意为“系统的，有体系的”，强调探究过程遵循一定的方法和结构，而非零散随意。,该句出自2022年6月六级真题（第1套）仔细阅读，属于学术论证类语境，讨论个人能力与系统性探究社区的关系。,句子长度30词，包含从句嵌套（the extent to which...）和被动结构（how well integrated...），符合六级仔细阅读中等偏上难度，但未达到长难句级别。,2022,2022年6月六级真题(第1套),careful_reading,cet6
a1a6af00-0fc2-4a29-90ff-f0e3308d0c65,dc4bebf5-ab14-477d-a375-3492da8a9737,1,"Farmland species perform valuable ecosystem services, by preying on insects that are our competitors for crops.",农田物种通过捕食与我们争夺农作物的昆虫，来提供宝贵的生态系统服务。,ecosystem,ecosystem 在本句中为名词，作定语修饰 services，意为“生态系统的”，指由生物群落及其环境构成的整体功能系统。,该句出自2023年12月六级真题（第3套）仔细阅读，属于生态类话题，考查对生态系统服务功能的理解。,句子长度适中（16词），包含定语从句和介词短语，符合六级仔细阅读中等难度句子的特征。,2023,2023年12月六级真题(第3套),careful_reading,cet6
0ea1668c-63f9-46b8-9b9a-7d3035ea177d,90949f27-bd58-42f0-976b-a60c3bd03587,1,"The same logic still holds: Consumption drives the American economy, and workers who are paid more can spend more.",同样的逻辑依然成立：消费驱动美国经济，而收入更高的工人能够花更多的钱。,spend,本句中spend为不及物动词用法（原词性标注为vt.，但此处实际为vi.），意为“花钱”，与more搭配构成“spend more”，表示“花费更多”。语境线索：前文提到工人收入更高，因此他们有能力增加消费支出。,该句出自2023年12月六级真题（第1套）仔细阅读部分，属于经济类议论文，讨论消费与收入的关系。句子结构包含冒号解释和定语从句，是典型的长难句考点。,句子长度19词，介于普通例句与长难句之间，包含冒号分隔的并列结构及定语从句，符合六级仔细阅读中经济类文本的典型难度。,2023,2023年12月六级真题(第1套),careful_reading,cet6
4f676617-1ee6-40ba-9539-79afae65939e,6063909a-c4b6-49bf-8dd8-cc72732463d2,1,"It can get expensive to travel to the doctor, so usually the women living on the islands describe their illness to their husbands.",去看医生可能会很昂贵，所以住在岛上的女性通常向她们的丈夫描述自己的病情。,expensive,expensive 在本句中作形容词，位于系动词 get 之后，构成系表结构，表示“变得昂贵”，强调看病这一行为的高消费特性。,该句出自2022年6月六级真题（第1套）长篇阅读，描述偏远地区就医成本高，属于社会现象类语境。,句子长度适中（23词），包含主语从句和状语从句，但结构清晰，符合真题级例句难度。,2022,2022年6月六级真题(第1套),long_reading,cet6
9348f902-84e0-4e87-9e9e-9d1a4b0b5c62,170e9476-c81b-4098-8008-eed29eecbee5,1,"The report focused on poor urban areas, where farms in or near cities supply relatively inexpensive food.",该报告聚焦于贫困城市地区，在这些地区，城市内或城市附近的农场供应相对便宜的食物。,inexpensive,inexpensive 是形容词，意为“廉价的，便宜的”，在本句中修饰 food，与 relatively 搭配表示“相对便宜”，强调价格低廉但并非劣质。,该句出自2016年6月六级真题（第2套）的仔细阅读部分，属于社会类话题，讨论城市贫困地区的食物供应问题。,句子长度适中（17词），结构清晰，包含定语从句和介词短语，符合六级真题阅读句子的典型难度，既考察词汇理解也考察句子结构分析。,2016,2016年6月六级真题(第2套),careful_reading,cet6
ac3812d4-62d9-4ba8-8e46-644be2fa6c11,13feb8fc-4f6d-4f28-aa77-3be714e7eb30,1,"In rich countries, these problems have built up over decades and centuries while economic growth was pursued at the expense of the environment.",在富裕国家，这些问题已经积累了几十年甚至几个世纪，而经济增长是以牺牲环境为代价的。,expense,本句中expense为名词，意为“代价”，常用于短语“at the expense of”表示“以……为代价”，强调为了某事物而牺牲另一事物。,该句出自2022年12月六级真题（第1套）仔细阅读部分，属于环境与经济类议论文，讨论经济增长对环境造成的长期负面影响。,句子长度适中（23词），包含短语“at the expense of”这一六级高频搭配，且涉及因果逻辑关系，符合真题级例句难度。,2022,2022年12月六级真题(第1套),careful_reading,cet6
93f7e811-9e09-4433-bdfe-95d3a90d2758,0d023f57-29dd-4882-932f-9e3d624da13b,1,"These people may also display a problematic degree of emotional vulnerability, becoming upset very quickly, and taking a long time to calm down.",这些人还可能表现出有问题的情绪脆弱程度，他们很容易变得心烦意乱，并且需要很长时间才能平静下来。,very,very 在此句中作副词，修饰副词 quickly，表示程度“非常”，强调情绪变化的速度极快。,该句出自2025年12月六级真题（第2套）的仔细阅读部分，描述情绪脆弱人群的特征，属于人物心理或行为分析的语境。,句子长度适中（23词），包含并列结构和修饰成分，但核心词汇简单，符合真题级例句的难度定位。,2025,2025年12月六级真题(第2套),careful_reading,cet6
88f473de-73b0-4b50-bfc9-95dda1522808,f73035b0-af50-4864-ac30-b2ccd86bc699,1,"Discipline techniques vary by education level: 8% of those with a postgraduate degree say they often beat their children, compared with 22% of those with a high school degree or less.",管教方式因教育水平而异：拥有研究生学历的人中有8%表示他们经常打孩子，而拥有高中学历或以下的人中这一比例为22%。,vary,vary 在本句中为不及物动词，意为“变化，不同”，与介词 by 搭配，表示“因……而异”，主语 Discipline techniques 是变化的主体，by education level 说明变化的依据。,该句出自2017年6月六级真题（第3套）长篇阅读，属于社会教育类话题，讨论不同教育背景父母的管教方式差异。,句子长度适中（29词），包含比较结构（compared with）和百分比数据，符合六级阅读中信息对比类句子的典型难度。,2017,2017年6月六级真题(第3套),long_reading,cet6
2afa7cc6-68ac-4c5a-93b5-6849f89e2acb,733f2e5b-2635-4f17-8b55-04f2403008cf,1,"This is evident in how we have organized ourselves into various collective groups such as nations, regions, communities, organizations, and families.",这一点在我们如何将自己组织成各种集体群体（如国家、地区、社区、组织和家庭）中显而易见。,various,various 在本句中作形容词，修饰 collective groups，意为“各种各样的，不同的”，强调集体群体的多样性。,该句出自2025年12月六级真题（第2套）的仔细阅读部分，属于社会文化类语境，讨论人类组织形式的多样性。,句子长度适中（21词），结构清晰，包含同位语列举，符合真题级例句难度，既非简单例句也非长难句。,2025,2025年12月六级真题(第2套),careful_reading,cet6
b799ffa0-80cf-44b0-a183-30d272cd3a06,5145946d-180c-4b9c-90d0-1f7be0b288a4,1,"The motherhood penalty has become a shorthand for describing why: In many places, especially rich countries, women earn the same as men until they reach their childbearing years.",生育惩罚已成为描述这一现象原因的简略说法：在许多地方，尤其是富裕国家，女性在进入育龄期之前收入与男性相同。,rich,本句中 rich 为形容词，修饰 countries，意为“富有的，有钱的”，与 poor 相对，在语境中与“many places”并列，强调经济发达的国家。,该句出自2025年6月六级真题（第3套）仔细阅读部分，讨论性别收入差距与生育惩罚的关系，属于社会现象类议论文。,句子长度28词，结构清晰，包含冒号引导的解释说明，但涉及专业术语“motherhood penalty”，符合六级仔细阅读中等难度。,2025,2025年6月六级真题(第3套),careful_reading,cet6
f6b1d2db-c97f-403a-bc1f-749863673267,f6fed61f-b8da-464b-8bb3-2c24610141d8,1,"The motherhood penalty has become a shorthand for describing why: In many places, especially rich countries, women earn the same as men until they reach their childbearing years.",母亲惩罚已成为描述原因的一种简略说法：在许多地方，尤其是富裕国家，女性在进入育龄期之前收入与男性相同。,reach,本句中reach意为“到达，抵达”，后接名词短语their childbearing years作宾语，表示“进入育龄期”。该词在此处为及物动词，描述时间或年龄阶段的到达。,该句出自2025年6月六级真题第3套仔细阅读，属于社会性别平等类话题，讨论职场母亲面临的收入差距。,句子长度28词，结构清晰，包含原因状语从句和时间状语从句，但无复杂嵌套，属于中等难度真题句，适合六级阅读训练。,2025,2025年6月六级真题(第3套),careful_reading,cet6
fe935299-f589-4e87-a4f2-54fffe75c722,1bb6b534-9dfd-489a-b382-8586a984feba,1,"The summit seemed unreachable, but with persistent effort, the team proved that even the most ambitious goals are reachable.",峰会似乎遥不可及，但凭借坚持不懈的努力，团队证明了即使是最雄心勃勃的目标也是可以达成的。,,本句中 reachable 是形容词，意为“可达成的”，作表语，与主语 goals 构成主系表结构，强调目标经过努力可以实现。,真题风格生成句，模拟CET6阅读理解中关于目标设定与成就的论述性语境，常见于议论文或励志类文章。,句子长度适中（18词），包含对比结构（unreachable vs reachable）和从句，符合CET6真题难度，但未刻意复杂化。,,,,cet6
e47b69c2-2705-4e49-884e-803732e7c663,61bb7880-3733-4dbe-b3b8-77c9c74dea26,1,"But despite its many facets, social theorists have viewed solidarity as a key factor in bringing about order and progress in society.",但尽管团结具有许多方面，社会理论家仍将其视为实现社会秩序与进步的关键因素。,despite,despite 在本句中作介词，意为“不管，不顾”，引导让步状语，其后接名词短语 its many facets，表示“尽管其有许多方面”。该词在句中起到转折逻辑作用，强调 solidarity 的多面性并未影响其被视为关键因素。,该句出自2025年12月六级真题（第2套）仔细阅读部分，属于社会理论类议论文，讨论 solidarity（团结）在社会秩序与进步中的作用。句子结构清晰，包含让步状语和主句，是典型的六级阅读理解长难句。,该句共22词，长度适中，但包含 despite 引导的让步状语和宾语从句，属于真题级例句。它比普通例句更具考试语境，但未刻意追求长难句，适合作为核心词汇学习材料。,2025,2025年12月六级真题(第2套),careful_reading,cet6
1420ef01-c974-49c6-96d1-1e1f75feea27,39b7f557-939f-45c2-94e3-40876e5701f1,1,Then I was presented with another image and another grid-also with a request to identify road signs.,然后，我又看到了另一张图片和另一个网格——同样要求我识别道路标志。,identify,本句中 identify 是及物动词，意为“认出，鉴定”，后接名词短语 road signs 作为宾语，表示“识别道路标志”。该词常用于描述从视觉或认知上辨认出某物。,该句出自2025年12月六级真题第3套的仔细阅读部分，属于实验或任务描述类语境，通常出现在说明文或议论文中，用于描述研究过程或操作步骤。,句子长度适中（18词），结构清晰，包含破折号插入语，但无复杂从句，符合六级真题中中等难度的句子特征。,2025,2025年12月六级真题(第3套),careful_reading,cet6
2d33e9fa-c949-42a2-882a-31c4e9f79491,df8215b9-36cb-41e5-977f-92282f6d1cd4,1,This was the first recorded death involving a car which was supposed to be fully autonomous.,这是首例涉及一辆本应完全自动驾驶的汽车的记录死亡事件。,car,在本句中，car 作为名词，意为“汽车”，是句子的核心名词，被定语从句“which was supposed to be fully autonomous”修饰，说明该汽车的特性。,该句出自2021年6月六级真题（第2套）的仔细阅读部分，属于科技类话题，讨论自动驾驶汽车的安全问题。,句子长度适中（16词），包含定语从句，但结构清晰，符合六级仔细阅读中中等难度的句子特征。,2021,2021年6月六级真题(第2套),careful_reading,cet6
dd9caabf-812b-4edd-b802-5bdc2692fc91,50222b5a-dda9-4c3e-8f12-c1dbae7052cc,1,"Once people discover their passion, many are too scared to do anything about it.",一旦人们发现了自己的热情所在，许多人却因恐惧而不敢采取任何行动。,scared,本句中目标词为名词'scar'，但句中实际出现的是其过去分词形式'scared'，意为'害怕的'，与'scar'（伤疤）含义不同。此处'scared'并非'scar'的派生词，而是动词'scare'的过去分词，故目标词'scar'在句中未直接出现，仅以同形词形式存在。,该句出自2007年6月大学英语六级真题，属于快速阅读（Skimming and Scanning）部分，语境为讨论人们发现激情后因恐惧而退缩的现象。,句子结构简单，词汇基础，但目标词'scar'在句中未以原形出现，而是以同形词'scared'形式存在，需注意区分。,2007,2007年06月大学英语6级真题及答案解析,legacy_skimming_reading,cet6
b656913b-6585-45f1-9716-7e366f02df2c,ea4c7c21-4f05-4a8d-b4a5-2620fea64809,1,"There is nothing like the suggestion of a cancer risk to scare a parent, especially one of the over-educated, eco-conscious type.",没有什么比癌症风险的暗示更能吓唬父母了，尤其是那些受过过度教育、具有生态意识类型的父母。,scare,本句中'scare'为及物动词，意为'惊吓，威吓'，后接宾语'a parent'，构成'to scare a parent'不定式短语，表示目的或结果。搭配'There is nothing like...to scare...'强调某事物最能引起恐惧。,该句出自2009年12月大学英语6级真题阅读理解部分，属于社会文化类话题，讨论癌症风险对父母心理的影响。句子结构清晰，但包含插入语和复合形容词，符合六级仔细阅读的典型难度。,"句子长度21词，属于中等长度，但包含'over-educated, eco-conscious'等复合形容词和'There is nothing like...'固定句式，需要理解上下文才能准确翻译，符合六级真题的难度定位。",2009,2009年12月大学英语6级真题及答案解析,legacy_reading_in_depth,cet6
2d0413dc-6afb-47a8-a025-e31a683ca178,6486845f-38fa-464d-b9a6-73e10d27e77b,1,I am fascinated with the paradox of horror-the strange fact that many people seek out scary entertainment.,我对恐怖的悖论着迷——即许多人寻求令人惊恐的娱乐这一奇怪事实。,scary,scary 是形容词，在本句中修饰 entertainment，意为“令人惊恐的”，与 horror 呼应，强调娱乐内容引发恐惧的特质。,该句出自2024年12月六级真题（第1套）仔细阅读，属于探讨人类心理或行为现象的议论文段，考查对 paradox 和 scary 等词的理解。,句子长度适中（18词），结构清晰，但包含 paradox 等抽象词，符合六级仔细阅读中等难度句子的特征。,2024,2024年12月六级真题(第1套),careful_reading,cet6
82cf9ae9-56ea-49a6-8946-2f5a8d6078a5,d971103a-56bf-4b4c-b5f3-c24e4d42c9fa,1,"It can be tempting in this situation to react harshly to the advice giver and to accuse them of being manipulative, but this approach might produce an undesired result.",在这种情况下，人们很容易对建议者做出严厉回应，指责他们操纵他人，但这种方法可能会产生不理想的结果。,approach,本句中 approach 为名词，意为“方式，方法”，指前文提到的“严厉回应并指责”这一处理方式。,该句出自2025年12月六级真题（第2套）仔细阅读部分，属于议论文中讨论人际沟通策略的语境。,句子长度适中（29词），包含不定式结构（to react...）和转折逻辑（but），符合六级仔细阅读中等难度句子的特征。,2025,2025年12月六级真题(第2套),careful_reading,cet6
969d634f-3265-481b-9bcc-a9374b65c73e,b5c036a5-8fdf-4961-8331-b735183f4e08,1,The professor's approachable demeanor made it easy for students to seek guidance on complex research topics.,教授平易近人的态度使学生们能够轻松地就复杂的研究课题寻求指导。,,approachable 在本句中作形容词，修饰 demeanor，意为“可接近的、平易近人的”，描述教授的性格特质，暗示学生愿意主动接触。,真题风格生成句，模拟CET6阅读理解中关于人物性格或教育场景的语境，常见于描述师生关系或领导风格的段落。,句子长度适中（16词），包含复合结构（make it easy for sb. to do），但无超纲词汇，符合CET6真题中等难度例句的标准。,,,,cet6
7e80d44e-7c0b-46b9-aed8-ccdbe5253229,c0ef37e4-0fd1-414c-99cd-d8278b66eeb5,1,""" Higher education has been able to duck this issue for years, particularly the more selective schools, by saying the responsibility is on the individual student,"" says Pennington of the Gates Foundation.",“高等教育多年来一直能够回避这个问题，尤其是那些更具选择性的学校，它们说责任在于学生个人，”盖茨基金会的彭宁顿说。,duck,本句中duck为动词，意为“回避、躲避”，后接宾语this issue，搭配has been able to duck表示“能够回避”，是CET6中常见的比喻用法。,该句出自2011年6月大学英语六级真题，属于长篇阅读或仔细阅读中关于高等教育责任的论述语境。,句子长度31词，包含直接引语和插入语，结构清晰但有一定信息密度，符合真题级例句难度。,2011,2011年06月大学英语6级真题及答案解析,legacy_skimming_reading,cet6
355f7f24-f581-441d-a752-dda4fa80d78c,e7cec874-eff0-40aa-ad11-bc9cc79b7330,1,"It overturned all of those habits of mind, fundamentally changing our experience of the world, affecting the conduct of politics, religion, business, and culture.",它颠覆了所有这些思维习惯，从根本上改变了我们对世界的体验，影响了政治、宗教、商业和文化的运作。,conduct,本句中conduct为名词，意为“行为、运作方式”，与动词词性不同。此处指政治、宗教等领域的运作或进行方式。,该句出自2021年12月六级真题（第2套）仔细阅读，属于议论文中描述某种变革影响的语境。,句子长度适中（24词），包含分词短语和并列结构，但无复杂从句，符合真题级例句难度。,2021,2021年12月六级真题(第2套),careful_reading,cet6
6f54ce00-ed1c-4c50-8361-e699e96af5cc,67595357-bfab-46ea-9618-0128720618cf,1,Conductors don't have to be arrogant and untouchable--they can be accessible.,指挥家不必傲慢和不可接近——他们是可以亲近的。,conductors,句中Conductors指乐队指挥，属于“管理人”的一种，表达sense_text“管理人”的核心含义。,本句来源于用户本地CET6真题汇总中标记为2022年12月大学英语6级真题（卷三）的英语试卷语料；本轮已完成真题来源、目标词命中和核心含义审核，用于呈现目标词在真实考试文本中的用法。,句子长度适中（12词），结构简单，但包含破折号，难度略低于长难句，训练价值明确。,2022,2022年12月大学英语6级真题（卷三）,local_archive_fullpaper,cet6
95ce8d9f-ad61-4ac3-8d62-c6ecfd29d3af,6df380f2-ba5a-4f0a-9dc7-eace7e581257,1,"Those who have produced their own music, or even fans of authentic, artistic music, will also argue that a computer could never emulate the work (and human touch) of a true musician.",那些自己创作过音乐的人，甚至是真实艺术音乐的粉丝，也会认为计算机永远无法模仿真正音乐家的作品（以及人类触感）。,touch,本句中'touch'为名词，意为'触感、接触'，与'human'搭配构成'human touch'，指人类特有的细腻触感或人情味，强调计算机无法替代的人类特质。,该句出自2022年6月六级真题（第2套）仔细阅读部分，讨论计算机与人类艺术创作的区别，属于科技与人文对比类语境。,句子长度32词，包含定语从句和插入语，结构清晰但有一定复杂度，符合六级仔细阅读中等难度。,2022,2022年6月六级真题(第2套),careful_reading,cet6
cb753262-5dc4-49e9-9fe1-1c65d065b76e,19102a1e-1c3c-465e-9dd7-f52657b7ace2,1,The audience was deeply touched by the speaker's heartfelt account of his struggle against poverty.,观众被演讲者关于他与贫困抗争的真诚叙述深深打动了。,,touched 在本句中作形容词，意为“受感动的”，与 deeply 搭配表示程度，后接 by 引出感动的原因。,真题风格生成句，类似CET6阅读理解中关于情感或社会议题的篇章，考查形容词在语境中的理解。,句子长度适中（16词），结构清晰，包含常见搭配 deeply touched，符合CET6真题难度。,,,,cet6
881f30cd-a39e-43f8-9720-87ed413bc365,edaeef27-a39b-4cf3-8b1c-04da3a88655d,1,The untouched wilderness of the Arctic remains one of the last frontiers for scientific exploration.,北极未受触及的荒野仍然是科学探索的最后前沿之一。,,本句中'untouched'为形容词，意为'未触及的，未受影响的'，修饰'wilderness'，强调该区域未受人类活动干扰，保持原始状态。,真题风格生成句，类似CET6阅读理解中关于环境保护或地理探索的语境，描述自然区域的原始状态。,"句子长度适中（16词），包含学术词汇（wilderness, frontiers, scientific exploration），符合CET6阅读难度，但未刻意复杂化。",,,,cet6
6dc070b7-43df-4c10-a302-fb25d8a643ea,baf2ce3a-e52f-40aa-a9af-d182db043f1e,1,There are also dozens of summer camps-many attached to universities-that aim to prepare elite math students.,还有数十个夏令营——许多附属于大学——旨在培养数学精英学生。,attached,本句中'attached'是动词'attach'的过去分词形式，作后置定语修饰'summer camps'，表示'附属于'，与介词'to'搭配，构成'attached to'结构，意为'与...相连/隶属于'。,该句出自2017年6月六级真题（第2套）长篇阅读，描述夏令营与大学的关系，属于说明性语境，考查词汇在具体语境中的理解。,句子长度适中（18词），结构清晰，包含破折号插入成分，符合六级阅读中等难度，但词汇'elite'和'prepare'可能对考生构成一定挑战。,2017,2017年6月六级真题(第2套),long_reading,cet6
2f723b38-d3cd-49ab-8451-617030674278,0f4de592-8dfa-44c5-b7a1-b120cb42e213,1,"Let us hope these do not include banning gender pronouns, policing children's play, implementing more gender quotas, or treating women's special attachment to home and family as a social injustice.",让我们希望这些不包括禁止性别代词、监管儿童游戏、实施更多性别配额，或者将女性对家庭和家人的特殊依恋视为一种社会不公。,attachment,在本句中，attachment 为名词，意为“依恋，情感上的依附”，搭配介词 to，表示对家庭和家人的特殊情感联系。,该句出自2014年6月大学英语六级考试真题（第一套）长篇阅读，讨论性别平等议题，属于社会文化类语境。,句子长度30词，结构清晰，包含并列结构，符合六级真题中等难度，但并非长难句，适合作为真题级例句。,2014,2014年6月大学英语六级考试真题及答案（第一套）,long_reading,cet6
04036a9d-883e-461f-9411-72270b774cde,096b0ca7-45a6-4bca-8454-688a7cc7a764,1,This type of robot will likely be one of the first to be implemented in hospitals because it has fairly minimal patient contact.,这种类型的机器人很可能成为首批在医院投入使用的机器人之一，因为它与患者的接触相当少。,contact,在本句中，contact 为不可数名词，意为“接触”，与 patient 搭配构成 patient contact（患者接触），强调机器人对患者的物理接触程度。,该句出自2018年12月六级真题（第2套）仔细阅读部分，属于科技类说明文，讨论机器人在医疗领域的应用。,句子长度适中（23词），包含宾语从句和原因状语从句，但结构清晰，词汇难度中等，符合六级仔细阅读真题的典型难度。,2018,2018年12月六级真题(第2套),careful_reading,cet6
07bf6377-61d1-42cf-a012-79ac4eeceea5,5caac018-842d-441b-b121-ac099977e3a2,1,The rock band is going to play here for a month.,这支摇滚乐队将在这里演出一个月。,band,句中'band'与'rock'搭配，意为'摇滚乐队'，与sense_text'乐队'完全吻合。,本句来源于用户本地CET6真题汇总中标记为2013年12月大学英语6级（卷二）的英语试卷语料；本轮已完成真题来源、目标词命中和核心含义审核，用于呈现目标词在真实考试文本中的用法。,句子较短（11词），结构简单，适合基础训练。,2013,2013年12月大学英语6级（卷二）,local_archive_fullpaper,cet6
c526a12f-4fb7-4a70-ad1e-d4b5c103b31e,1895acd4-79e4-42e2-8667-8a410a11b656,1,Institutions and researchers should invest in partnerships that expand capacity for sharing results more broadly.,机构和研究人员应投资于能够更广泛地扩大成果分享能力的合作伙伴关系。,expand,本句中expand为及物动词，意为“扩大、扩展”，后接宾语capacity，构成动宾结构expand capacity，表示“扩大能力”。该词在句中描述合作伙伴关系带来的积极效果，体现了CET6中常见的“促进发展”类语境。,该句出自2023年12月六级真题（第3套）仔细阅读部分，属于议论文中提出建议或解决方案的典型句式，常出现在长篇阅读或仔细阅读中，考查对动词搭配及逻辑关系的理解。,句子长度15词，结构清晰，包含不定式短语和定语从句，难度适中，符合真题级例句标准。虽不长，但体现了考试中常见的学术建议类表达，适合作为核心词汇学习例句。,2023,2023年12月六级真题(第3套),careful_reading,cet6
7534c469-0535-48e8-bf44-91326a77d1f4,49b9d9cc-4ee6-4262-809a-71145bee4974,1,Some critics also question whether the quality of care is keeping up with the rapid expansion of telemedicine.,一些批评者还质疑，医疗质量是否跟得上远程医疗的快速扩张。,expansion,expansion 在本句中为名词，意为“扩张，扩展”，与 rapid 搭配构成“快速扩张”，作介词 with 的宾语，描述远程医疗规模的增长。,该句出自2020年9月六级真题（第2套）长篇阅读，属于社会科技类话题，讨论远程医疗发展中的质量问题。,句子长度18词，结构清晰，包含宾语从句和动名词短语，难度适中，符合六级真题阅读句子特征。,2020,2020年9月六级真题(第2套),long_reading,cet6
d2cadbbe-4483-4afc-b9e5-60919bbe878d,54523351-7b14-4ce1-a18e-81729ad38fbb,1,The expansive nature of the digital economy allows for unprecedented scalability in business operations.,数字经济的可扩展性使得商业运营具有前所未有的可伸缩性。,,expansive 在本句中作形容词，修饰 nature，意为“可扩大的，可扩展的”，与 scalability 形成呼应，强调数字经济在规模上的扩展潜力。,真题风格生成句，类似CET6阅读理解中关于数字经济或科技发展的论述性段落，可能出现在仔细阅读部分。,"句子长度适中（16词），包含 academic 词汇（expansive, scalability）和常见六级搭配（allow for），符合真题级难度，但未刻意复杂化。",,,,cet6
8d68f079-5e83-4217-b07f-de47f40eb8b3,2a30c502-cee4-430d-84ce-dc35283fa1f2,1,Urban planners must consider the long-term environmental impact of their designs to ensure sustainable development.,城市规划者必须考虑其设计的长期环境影响，以确保可持续发展。,,planner 在本句中作名词，意为“计划者”，具体指“城市规划者”，是句子的主语，与 urban 搭配构成复合名词。,真题风格生成，模拟CET6阅读中关于城市规划和可持续发展的语境。,"句子长度适中（16词），包含学术词汇（environmental impact, sustainable development），符合CET6阅读难度。",,,,cet6
8b272839-b86d-4bfc-8ff1-004eed622fbc,4a7f0bf6-0439-46ee-99da-d159570aebdb,1,It fights for the protection of human dignity and listens to and acts on the cries of the most vulnerable.,它为人格尊严的保护而奋斗，倾听并回应最脆弱群体的呼喊。,cries,本句中cries是名词cry的复数形式，意为“呼喊、呼吁”，指弱势群体发出的求助或抗议之声。与动词listens to和acts on搭配，表示对这些呼声的关注和回应。,该句出自2025年12月六级真题（第2套）仔细阅读部分，属于社会议题类文章，讨论组织或机构对弱势群体的保护与支持。,句子长度适中（20词），结构清晰，包含并列谓语listens to and acts on，但无复杂从句，符合真题级例句难度，适合作为词汇学习例句。,2025,2025年12月六级真题(第2套),careful_reading,cet6
ad7df724-82b1-4fca-8d7d-c9ff1b183367,a29055bc-69fe-4350-a416-251051b70962,1,The gift of mindfulness is a practice of listening with compassion to others describe their experiences.,正念的馈赠是一种带着同情心倾听他人描述其经历的实践。,describe,本句中describe为及物动词，作宾语补足语，与others构成动词不定式结构（to others describe...），意为“描述、叙述”，后接宾语their experiences。,该句出自2025年12月六级真题第3套仔细阅读，属于典型的长难句分析题，考查动词不定式结构及宾语补足语的理解。,"句子长度16词，结构清晰但包含抽象名词（mindfulness, compassion）和不定式结构，符合六级仔细阅读中等难度句子特征。",2025,2025年12月六级真题(第3套),careful_reading,cet6
cf33c8c7-14f7-427a-a8aa-8d4d52a13992,bb45b9d6-71b9-4427-bcae-dd02ea60f37d,1,""" In America there are large ants which can eat whole trees bare as a broom handle in a single night,"" she wrote in the description.",“在美国，有一种大蚂蚁，一夜之间就能把整棵树啃得光秃秃的，像扫帚柄一样，”她在描述中写道。,description,本句中 description 是名词，意为“描述、说明”，指她所写的文字内容。它作介词 in 的宾语，构成短语 in the description，表示“在描述中”。,该句出自2018年12月六级真题（第2套）长篇阅读，属于科普类说明文，描述蚂蚁的破坏力。,句子长度适中（25词），包含直接引语和比喻（as a broom handle），但结构清晰，符合真题级例句难度。,2018,2018年12月六级真题(第2套),long_reading,cet6
e3c2dc4a-4465-471a-9a43-f9b3a60d3c22,01ceb4fb-b386-4f0a-af80-d71fa8c449b2,1,The report provides a descriptive analysis of the social changes observed in the past decade.,该报告对过去十年观察到的社会变化进行了描述性分析。,,descriptive 在本句中作形容词，修饰 analysis，意为“描述性的”，强调分析侧重于客观描述而非解释或预测。,真题风格生成句，类似CET6阅读理解中学术类文章，常见于研究报告或社会现象分析语境。,"句子长度适中（16词），包含学术词汇（descriptive analysis, social changes），符合CET6阅读难度，但未使用复杂从句，属于中等难度真题风格例句。",,,,cet6
7b8aba5e-cfcb-4bb8-9b7f-7ee31aa0efc4,2b7ccfb7-d15f-408e-b10f-17669d6355cc,1,Though the leave policies might have helped those women to stay in the workplace-instead of dropping out to have families-those who returned saw their wages had increased at lower rates than the men.,尽管休假政策可能帮助那些女性留在职场——而不是为了组建家庭而退出——但那些返回职场的女性发现，她们的工资增长速度低于男性。,stay,本句中'stay'为动词，意为'保持，停留'，与'in the workplace'搭配，表示'留在职场'。该词在此处强调持续处于某种状态或位置，与后文的'dropping out'形成对比。,该句出自2025年6月六级真题第3套仔细阅读部分，属于社会政策与性别平等类话题，考查对长难句的理解，尤其是对比结构和让步关系的把握。,句子长度35词，包含让步状语从句、插入语和比较结构，符合六级仔细阅读中中等偏上难度，但核心词汇'stay'含义直接，不构成理解障碍。,2025,2025年6月六级真题(第3套),careful_reading,cet6
