word_id,root_index,root_id,spelling,root_type,meaning,memory_method
01b9b267-a642-4c3c-bd08-31630d8133e2,3,745bfaba-917a-406b-9d5d-ddd63b9f57a8,-ion,suffix,"名词后缀，主要表示""动作；过程；状态；结果；情况""；",
5ef24a55-00f0-44cc-9019-5a3b15abb641,1,e9081b64-24c5-45e6-ab9e-64161a4b9d55,in-,prefix,"表示""否定，不，无，没有""、""向内，进入，里面，内部""、""使…""或""强调，加强""；","① 针对整个前缀采用谐音记忆法：in 的发音类似中文""隐""，隐藏，一个东西被隐藏起来就消失没有了，由此把握与没有、无有关的否定含义，故 in- 作前缀表示""否定，不，无，没有""；

② [[in]] 为已经记忆过的单词，表示 prep.在…里（内），表示与里面、内部有关的含义，延伸表示与向内、进入内部有关的意向，故 in- 作前缀表示""向内，进入，里面，内部""；

③ 针对整个前缀采用谐音记忆法：in 的发音类似中文""硬""，强硬的，延伸联想到一个人强硬地主张…，表示对某种主张的加强和强调，重点突出通过强硬的态度来表示对观点的强调，把握 in- 作前缀表示""强调，加强""；

更进一步结合加强的意向和""硬""的谐音联想，联系到一个人用强硬的态度硬是要求另一个人做某事，比如到了 12 点，你妈妈态度强硬地硬是要求你马上睡觉，你不得不服从的场景，突出一个人通过强硬的主张使得另一个人按要求做某事（使某人做某事）的意向，把握 in- 作前缀表示""使…""；"
5ef24a55-00f0-44cc-9019-5a3b15abb641,2,3aac84a5-d0c5-4957-9ffe-c2c958b6cfd5,struct,root,"表示""建造""；","划分：s | tru | ct
针对第 1 个元素采用谐音记忆法：s 在词根里的发音类似中文""石""，石头；
针对第 2 个元素采用谐音记忆法：tru 在词根里的发音类似中文""装""，装配；
联系词根的含义再综合考虑 s（石 - 石头）+ tru（装，装配）——> 将石头装配垒起来建造房屋，如图所示把握 struct 作词根表示""建造""；

![Pasted image 20260101114400.png](https://cdn.aimwords.com/prefix-images/struct/43433657-Pasted_image_20260101114400.png)"
bbc42948-5831-4abc-a1f0-bb250b51bdb4,1,b9fed5d5-9451-4b2d-873c-9ee4b1ce3e43,-or,suffix,"① 名词后缀，表示名词，可以表示人，对应""做…的人或物""（施动者）；也可以表示物，对应表示""状态，性质，情况""（抽象概念）；② 形容词后缀，表示形容词；",
bbc42948-5831-4abc-a1f0-bb250b51bdb4,2,e9081b64-24c5-45e6-ab9e-64161a4b9d55,in-,prefix,"表示""否定，不，无，没有""、""向内，进入，里面，内部""、""使…""或""强调，加强""；","① 针对整个前缀采用谐音记忆法：in 的发音类似中文""隐""，隐藏，一个东西被隐藏起来就消失没有了，由此把握与没有、无有关的否定含义，故 in- 作前缀表示""否定，不，无，没有""；

② [[in]] 为已经记忆过的单词，表示 prep.在…里（内），表示与里面、内部有关的含义，延伸表示与向内、进入内部有关的意向，故 in- 作前缀表示""向内，进入，里面，内部""；

③ 针对整个前缀采用谐音记忆法：in 的发音类似中文""硬""，强硬的，延伸联想到一个人强硬地主张…，表示对某种主张的加强和强调，重点突出通过强硬的态度来表示对观点的强调，把握 in- 作前缀表示""强调，加强""；

更进一步结合加强的意向和""硬""的谐音联想，联系到一个人用强硬的态度硬是要求另一个人做某事，比如到了 12 点，你妈妈态度强硬地硬是要求你马上睡觉，你不得不服从的场景，突出一个人通过强硬的主张使得另一个人按要求做某事（使某人做某事）的意向，把握 in- 作前缀表示""使…""；"
bbc42948-5831-4abc-a1f0-bb250b51bdb4,3,3aac84a5-d0c5-4957-9ffe-c2c958b6cfd5,struct,root,"表示""建造""；","划分：s | tru | ct
针对第 1 个元素采用谐音记忆法：s 在词根里的发音类似中文""石""，石头；
针对第 2 个元素采用谐音记忆法：tru 在词根里的发音类似中文""装""，装配；
联系词根的含义再综合考虑 s（石 - 石头）+ tru（装，装配）——> 将石头装配垒起来建造房屋，如图所示把握 struct 作词根表示""建造""；

![Pasted image 20260101114400.png](https://cdn.aimwords.com/prefix-images/struct/43433657-Pasted_image_20260101114400.png)"
f5d311b4-eef9-4b3e-a7f8-90e65003db8f,1,b8f5ae03-4bef-496f-a91e-b33afb326629,-ive,suffix,"① 形容词后缀，构成形容词，通常表示""…的""，""有…倾向的""，""具有…性质的""；② 名词后缀，构成名词，表示与某种动作相关的人或物；",
f5d311b4-eef9-4b3e-a7f8-90e65003db8f,2,e9081b64-24c5-45e6-ab9e-64161a4b9d55,in-,prefix,"表示""否定，不，无，没有""、""向内，进入，里面，内部""、""使…""或""强调，加强""；","① 针对整个前缀采用谐音记忆法：in 的发音类似中文""隐""，隐藏，一个东西被隐藏起来就消失没有了，由此把握与没有、无有关的否定含义，故 in- 作前缀表示""否定，不，无，没有""；

② [[in]] 为已经记忆过的单词，表示 prep.在…里（内），表示与里面、内部有关的含义，延伸表示与向内、进入内部有关的意向，故 in- 作前缀表示""向内，进入，里面，内部""；

③ 针对整个前缀采用谐音记忆法：in 的发音类似中文""硬""，强硬的，延伸联想到一个人强硬地主张…，表示对某种主张的加强和强调，重点突出通过强硬的态度来表示对观点的强调，把握 in- 作前缀表示""强调，加强""；

更进一步结合加强的意向和""硬""的谐音联想，联系到一个人用强硬的态度硬是要求另一个人做某事，比如到了 12 点，你妈妈态度强硬地硬是要求你马上睡觉，你不得不服从的场景，突出一个人通过强硬的主张使得另一个人按要求做某事（使某人做某事）的意向，把握 in- 作前缀表示""使…""；"
f5d311b4-eef9-4b3e-a7f8-90e65003db8f,3,3aac84a5-d0c5-4957-9ffe-c2c958b6cfd5,struct,root,"表示""建造""；","划分：s | tru | ct
针对第 1 个元素采用谐音记忆法：s 在词根里的发音类似中文""石""，石头；
针对第 2 个元素采用谐音记忆法：tru 在词根里的发音类似中文""装""，装配；
联系词根的含义再综合考虑 s（石 - 石头）+ tru（装，装配）——> 将石头装配垒起来建造房屋，如图所示把握 struct 作词根表示""建造""；

![Pasted image 20260101114400.png](https://cdn.aimwords.com/prefix-images/struct/43433657-Pasted_image_20260101114400.png)"
e7b2b358-d807-4550-9ac5-53066b09513c,1,62a735ac-d7b4-4150-9dfa-9322b0ce152b,test,root,"表示""测试，考验""或""证据，证人""；","① 针对整个单词采用谐音记忆法：test 发音类似中文""测试它""，对应测试的行为，把握与测试和考验有关的含义，意为表示""测试，考验""；

② 基于""测试，考验""的含义再结合""证据，证人""的含义进行理解：需要经过测试、考验才能在法律上予以采用的材料，对应对真实性要求极高的证据相关的含义，由此把握 test 作词根表示""证据，证人""；"
329ac200-8489-4142-b17f-b577e59b6c98,1,0e1e4834-1d6f-4546-8d73-edafa036bb02,ex-,prefix,"表示""外，向外""、""出，出去，出来""、""超出""、""前任""或""加强，强调""；","针对整个前缀采用发散联想法：通过 ex 的字形联想到如图所示的日常生活中我们常见的""安全出口 - EXIT""，所谓的安全出口对应的就是从建筑内部向外出去的出口，由此把握 exit 中的 ex- 前缀则表示与向外、朝外、出去、出来有关的意向，故 ex- 作前缀表示""外，向外""；""出，出去，出来""；进一延伸表示超出，故 ex- 作前缀还可以表示""超出""；

![Pasted image 20210816171612.png](https://cdn.aimwords.com/prefix-images/ex-/d1ee6879-Pasted_image_20210816171612.png)

更进一步基于上述""安全出口""的意向，联想到使用安全出口标识的场景，比如建筑里发生火灾，所有人都疯狂找寻安全出口标识并疯狂逃命的画面。在这种情形中突出状态的危及、恐慌情绪的强烈，体会到一种对状态、情绪加强、强化的意向，进而把握 ex- 作前缀还可以表示""加强，强调""；

基于""出，出去""的含义进行延伸，理解为走出了自己生活的人，比如前男友、前女友，由此把握 ex- 表达与前任有关的含义，作前缀表示""前任""；"
329ac200-8489-4142-b17f-b577e59b6c98,2,7f90c7f8-b1ce-4fda-ac2b-6658d47453a7,-m,suffix,常作为名词词根的一部分，表示名词，尤其在源自希腊语的词汇中，常表示动作产生的结果或事物本身；,
329ac200-8489-4142-b17f-b577e59b6c98,3,2aa64115-4b56-43f8-982c-3d5fc5bd7656,amin,root,"表示""检查""；","划分：am | in
针对第 1 个元素采用含义联想法：[[am]] 为已经记忆过的单词，表示 v.（我）是；表示正向地肯定；引申为在某个位置；
针对第 2 个元素采用含义联想法：[[in]] 为已经记忆过的单词，表示 prep.在…里（内）；这里引申为内部；
联系词根的含义再综合考虑 am（是 - 在某个位置）+ in（里面 - 内部）——> 深入内部进行检查。由此联想到如图所示执法部门深入餐厅后厨进行细致检查的场景，把握与检查有关的含义，故 amin 作词根表示""检查""；

![Pasted image 20250725175134.png](https://cdn.aimwords.com/prefix-images/amin/82dfd0dd-Pasted_image_20250725175134.png)"
989b7674-d59e-4abc-b08e-853704fe7f53,1,6ce6d3d1-cbeb-4433-8354-0cf0138c56a6,-ine,suffix,"① 形容词后缀，表示""…的；像…一样的；与…相关的""；② 名词后缀，表示""女性；化学物质；药品；状态或领域""；③ 动词后缀，表示动词；",
989b7674-d59e-4abc-b08e-853704fe7f53,2,0e1e4834-1d6f-4546-8d73-edafa036bb02,ex-,prefix,"表示""外，向外""、""出，出去，出来""、""超出""、""前任""或""加强，强调""；","针对整个前缀采用发散联想法：通过 ex 的字形联想到如图所示的日常生活中我们常见的""安全出口 - EXIT""，所谓的安全出口对应的就是从建筑内部向外出去的出口，由此把握 exit 中的 ex- 前缀则表示与向外、朝外、出去、出来有关的意向，故 ex- 作前缀表示""外，向外""；""出，出去，出来""；进一延伸表示超出，故 ex- 作前缀还可以表示""超出""；

![Pasted image 20210816171612.png](https://cdn.aimwords.com/prefix-images/ex-/d1ee6879-Pasted_image_20210816171612.png)

更进一步基于上述""安全出口""的意向，联想到使用安全出口标识的场景，比如建筑里发生火灾，所有人都疯狂找寻安全出口标识并疯狂逃命的画面。在这种情形中突出状态的危及、恐慌情绪的强烈，体会到一种对状态、情绪加强、强化的意向，进而把握 ex- 作前缀还可以表示""加强，强调""；

基于""出，出去""的含义进行延伸，理解为走出了自己生活的人，比如前男友、前女友，由此把握 ex- 表达与前任有关的含义，作前缀表示""前任""；"
989b7674-d59e-4abc-b08e-853704fe7f53,3,2aa64115-4b56-43f8-982c-3d5fc5bd7656,amin,root,"表示""检查""；","划分：am | in
针对第 1 个元素采用含义联想法：[[am]] 为已经记忆过的单词，表示 v.（我）是；表示正向地肯定；引申为在某个位置；
针对第 2 个元素采用含义联想法：[[in]] 为已经记忆过的单词，表示 prep.在…里（内）；这里引申为内部；
联系词根的含义再综合考虑 am（是 - 在某个位置）+ in（里面 - 内部）——> 深入内部进行检查。由此联想到如图所示执法部门深入餐厅后厨进行细致检查的场景，把握与检查有关的含义，故 amin 作词根表示""检查""；

![Pasted image 20250725175134.png](https://cdn.aimwords.com/prefix-images/amin/82dfd0dd-Pasted_image_20250725175134.png)"
989b7674-d59e-4abc-b08e-853704fe7f53,4,e45da611-1fec-4f56-a8a1-0196540d73f8,-e,suffix,可以作为动词后缀，名词后缀，形容词后缀，构成动词，名词，形容词。-e 出现在词尾时，本身通常不作为一个具有独立、统一语义的后缀来添加新的意义，仅作为完整单词的结尾；,
6e2d89ed-d19a-4a2c-a58a-808ddc072bc8,1,e9081b64-24c5-45e6-ab9e-64161a4b9d55,in-,prefix,"表示""否定，不，无，没有""、""向内，进入，里面，内部""、""使…""或""强调，加强""；","① 针对整个前缀采用谐音记忆法：in 的发音类似中文""隐""，隐藏，一个东西被隐藏起来就消失没有了，由此把握与没有、无有关的否定含义，故 in- 作前缀表示""否定，不，无，没有""；

② [[in]] 为已经记忆过的单词，表示 prep.在…里（内），表示与里面、内部有关的含义，延伸表示与向内、进入内部有关的意向，故 in- 作前缀表示""向内，进入，里面，内部""；

③ 针对整个前缀采用谐音记忆法：in 的发音类似中文""硬""，强硬的，延伸联想到一个人强硬地主张…，表示对某种主张的加强和强调，重点突出通过强硬的态度来表示对观点的强调，把握 in- 作前缀表示""强调，加强""；

更进一步结合加强的意向和""硬""的谐音联想，联系到一个人用强硬的态度硬是要求另一个人做某事，比如到了 12 点，你妈妈态度强硬地硬是要求你马上睡觉，你不得不服从的场景，突出一个人通过强硬的主张使得另一个人按要求做某事（使某人做某事）的意向，把握 in- 作前缀表示""使…""；"
6e2d89ed-d19a-4a2c-a58a-808ddc072bc8,2,c1be958b-0077-40b1-aac8-6771b6760608,spec,root,"表示""看，观察""；","针对整个词根采用谐音记忆法：spec 在词根里的发音类似中文""识别""，联想到用眼睛认真仔细查看、观察并完成识别的场景，突出使用眼睛看、观察的意向，由此把握 spec 作词根表示""看，观察""；"
6e2d89ed-d19a-4a2c-a58a-808ddc072bc8,3,902260c2-0a41-46d9-8130-90955ee5437e,-t,suffix,可以作为动词后缀，名词后缀，形容词后缀，构成动词，名词，形容词。-t 出现在词尾时，本身通常不作为一个具有独立、统一语义的后缀来添加新的意义，仅作为完整单词的结尾；,
e796fcba-66fd-45dd-912e-71cc802aee4a,1,745bfaba-917a-406b-9d5d-ddd63b9f57a8,-ion,suffix,"名词后缀，主要表示""动作；过程；状态；结果；情况""；",
e796fcba-66fd-45dd-912e-71cc802aee4a,2,e9081b64-24c5-45e6-ab9e-64161a4b9d55,in-,prefix,"表示""否定，不，无，没有""、""向内，进入，里面，内部""、""使…""或""强调，加强""；","① 针对整个前缀采用谐音记忆法：in 的发音类似中文""隐""，隐藏，一个东西被隐藏起来就消失没有了，由此把握与没有、无有关的否定含义，故 in- 作前缀表示""否定，不，无，没有""；

② [[in]] 为已经记忆过的单词，表示 prep.在…里（内），表示与里面、内部有关的含义，延伸表示与向内、进入内部有关的意向，故 in- 作前缀表示""向内，进入，里面，内部""；

③ 针对整个前缀采用谐音记忆法：in 的发音类似中文""硬""，强硬的，延伸联想到一个人强硬地主张…，表示对某种主张的加强和强调，重点突出通过强硬的态度来表示对观点的强调，把握 in- 作前缀表示""强调，加强""；

更进一步结合加强的意向和""硬""的谐音联想，联系到一个人用强硬的态度硬是要求另一个人做某事，比如到了 12 点，你妈妈态度强硬地硬是要求你马上睡觉，你不得不服从的场景，突出一个人通过强硬的主张使得另一个人按要求做某事（使某人做某事）的意向，把握 in- 作前缀表示""使…""；"
e796fcba-66fd-45dd-912e-71cc802aee4a,3,c1be958b-0077-40b1-aac8-6771b6760608,spec,root,"表示""看，观察""；","针对整个词根采用谐音记忆法：spec 在词根里的发音类似中文""识别""，联想到用眼睛认真仔细查看、观察并完成识别的场景，突出使用眼睛看、观察的意向，由此把握 spec 作词根表示""看，观察""；"
e796fcba-66fd-45dd-912e-71cc802aee4a,4,bd7c5c88-e726-43ca-9895-8021ca29debb,-tion,suffix,名词后缀，构成名词，表示行为，过程，状态或结果（通常由动词转化而来，是 -ion 的一种形式）；,
87d6d3d8-efb1-481d-aea8-7c1d65bdfb92,1,b9fed5d5-9451-4b2d-873c-9ee4b1ce3e43,-or,suffix,"① 名词后缀，表示名词，可以表示人，对应""做…的人或物""（施动者）；也可以表示物，对应表示""状态，性质，情况""（抽象概念）；② 形容词后缀，表示形容词；",
87d6d3d8-efb1-481d-aea8-7c1d65bdfb92,2,e9081b64-24c5-45e6-ab9e-64161a4b9d55,in-,prefix,"表示""否定，不，无，没有""、""向内，进入，里面，内部""、""使…""或""强调，加强""；","① 针对整个前缀采用谐音记忆法：in 的发音类似中文""隐""，隐藏，一个东西被隐藏起来就消失没有了，由此把握与没有、无有关的否定含义，故 in- 作前缀表示""否定，不，无，没有""；

② [[in]] 为已经记忆过的单词，表示 prep.在…里（内），表示与里面、内部有关的含义，延伸表示与向内、进入内部有关的意向，故 in- 作前缀表示""向内，进入，里面，内部""；

③ 针对整个前缀采用谐音记忆法：in 的发音类似中文""硬""，强硬的，延伸联想到一个人强硬地主张…，表示对某种主张的加强和强调，重点突出通过强硬的态度来表示对观点的强调，把握 in- 作前缀表示""强调，加强""；

更进一步结合加强的意向和""硬""的谐音联想，联系到一个人用强硬的态度硬是要求另一个人做某事，比如到了 12 点，你妈妈态度强硬地硬是要求你马上睡觉，你不得不服从的场景，突出一个人通过强硬的主张使得另一个人按要求做某事（使某人做某事）的意向，把握 in- 作前缀表示""使…""；"
87d6d3d8-efb1-481d-aea8-7c1d65bdfb92,3,c1be958b-0077-40b1-aac8-6771b6760608,spec,root,"表示""看，观察""；","针对整个词根采用谐音记忆法：spec 在词根里的发音类似中文""识别""，联想到用眼睛认真仔细查看、观察并完成识别的场景，突出使用眼睛看、观察的意向，由此把握 spec 作词根表示""看，观察""；"
87d6d3d8-efb1-481d-aea8-7c1d65bdfb92,4,902260c2-0a41-46d9-8130-90955ee5437e,-t,suffix,可以作为动词后缀，名词后缀，形容词后缀，构成动词，名词，形容词。-t 出现在词尾时，本身通常不作为一个具有独立、统一语义的后缀来添加新的意义，仅作为完整单词的结尾；,
881872a1-ee3b-4213-a598-a108aacf741f,1,e23d3add-b491-4f49-864c-addcb4f83d03,-ct,suffix,① 作动词后缀，构成动词，表示与动作和行为有关的含义。② 作名词后缀和形容词后缀，构成名词或形容词。-ct 出现在词尾时，本身通常不作为一个具有独立、统一语义的后缀来添加新的意义，仅作为完整单词的结尾；,
881872a1-ee3b-4213-a598-a108aacf741f,2,fe666dc7-b809-49eb-befe-cf2e9eef0948,-ure,suffix,"① 名词后缀，表示状态或行为，通常表示""行为；过程；结果；状态；总称""；② 动词后缀，表示动词；",
881872a1-ee3b-4213-a598-a108aacf741f,3,3aac84a5-d0c5-4957-9ffe-c2c958b6cfd5,struct,root,"表示""建造""；","划分：s | tru | ct
针对第 1 个元素采用谐音记忆法：s 在词根里的发音类似中文""石""，石头；
针对第 2 个元素采用谐音记忆法：tru 在词根里的发音类似中文""装""，装配；
联系词根的含义再综合考虑 s（石 - 石头）+ tru（装，装配）——> 将石头装配垒起来建造房屋，如图所示把握 struct 作词根表示""建造""；

![Pasted image 20260101114400.png](https://cdn.aimwords.com/prefix-images/struct/43433657-Pasted_image_20260101114400.png)"
ee83baa4-828f-4ffe-b503-86c0c7250dac,1,98e6651d-8b5e-462a-adb2-dc5da6edb65c,con-,prefix,"表示""一起，共同，全部都""、""完全，彻底""或""加强，强调""；","针对整个前缀采用含义联想法：通过 con 的字形和发音联想到已经记忆过的单词 [[come]] vt. 来，来到；联想到一群人全部来到同一个地方汇合，对应一群人一起、共同做同样事情的意向，由此把握 con- 作前缀表示""一起，共同，全部都""；进一步突出一群人汇合到一起人山人海、气势汹汹的状态，表示对气势、排面的加强和强调，由此把握 con- 作前缀表示""加强，强调""；由此引申为对程度的加强，表达与极端程度有关的含义，故 con- 作前缀表示""完全，彻底""；"
ee83baa4-828f-4ffe-b503-86c0c7250dac,2,3aac84a5-d0c5-4957-9ffe-c2c958b6cfd5,struct,root,"表示""建造""；","划分：s | tru | ct
针对第 1 个元素采用谐音记忆法：s 在词根里的发音类似中文""石""，石头；
针对第 2 个元素采用谐音记忆法：tru 在词根里的发音类似中文""装""，装配；
联系词根的含义再综合考虑 s（石 - 石头）+ tru（装，装配）——> 将石头装配垒起来建造房屋，如图所示把握 struct 作词根表示""建造""；

![Pasted image 20260101114400.png](https://cdn.aimwords.com/prefix-images/struct/43433657-Pasted_image_20260101114400.png)"
ee83baa4-828f-4ffe-b503-86c0c7250dac,3,745bfaba-917a-406b-9d5d-ddd63b9f57a8,-ion,suffix,"名词后缀，主要表示""动作；过程；状态；结果；情况""；",
fa118226-096c-4f04-80f7-b540c139564f,1,98e6651d-8b5e-462a-adb2-dc5da6edb65c,con-,prefix,"表示""一起，共同，全部都""、""完全，彻底""或""加强，强调""；","针对整个前缀采用含义联想法：通过 con 的字形和发音联想到已经记忆过的单词 [[come]] vt. 来，来到；联想到一群人全部来到同一个地方汇合，对应一群人一起、共同做同样事情的意向，由此把握 con- 作前缀表示""一起，共同，全部都""；进一步突出一群人汇合到一起人山人海、气势汹汹的状态，表示对气势、排面的加强和强调，由此把握 con- 作前缀表示""加强，强调""；由此引申为对程度的加强，表达与极端程度有关的含义，故 con- 作前缀表示""完全，彻底""；"
fa118226-096c-4f04-80f7-b540c139564f,2,3aac84a5-d0c5-4957-9ffe-c2c958b6cfd5,struct,root,"表示""建造""；","划分：s | tru | ct
针对第 1 个元素采用谐音记忆法：s 在词根里的发音类似中文""石""，石头；
针对第 2 个元素采用谐音记忆法：tru 在词根里的发音类似中文""装""，装配；
联系词根的含义再综合考虑 s（石 - 石头）+ tru（装，装配）——> 将石头装配垒起来建造房屋，如图所示把握 struct 作词根表示""建造""；

![Pasted image 20260101114400.png](https://cdn.aimwords.com/prefix-images/struct/43433657-Pasted_image_20260101114400.png)"
5d0b9d17-598b-4937-b7a3-01a3a6553850,1,26ebaaf1-de72-4d1d-a6d6-0a56d95c3b01,dea,root,"表示""死亡""；","针对整个词根采用发散记忆法：通过 dea 的发音联想到中文互联网上的流行语""狗带（go die）""，表示死了，由此把握 dea 表示与死亡有关的含义，故 dea 作词根表示""死亡""；"
5d0b9d17-598b-4937-b7a3-01a3a6553850,2,3afce86b-90e0-43dd-9ffa-9f7bd9f24ce8,-th,suffix,"名词后缀，构成名词，通常附加在形容词或动词后，表示""状态""，""性质""，""程度""，""过程""或""结果""；也用于构成序数词（如 fourth, fifth）；",
5fff9b79-9a3c-4262-9e0d-32591123bdbe,1,0e1e4834-1d6f-4546-8d73-edafa036bb02,ex-,prefix,"表示""外，向外""、""出，出去，出来""、""超出""、""前任""或""加强，强调""；","针对整个前缀采用发散联想法：通过 ex 的字形联想到如图所示的日常生活中我们常见的""安全出口 - EXIT""，所谓的安全出口对应的就是从建筑内部向外出去的出口，由此把握 exit 中的 ex- 前缀则表示与向外、朝外、出去、出来有关的意向，故 ex- 作前缀表示""外，向外""；""出，出去，出来""；进一延伸表示超出，故 ex- 作前缀还可以表示""超出""；

![Pasted image 20210816171612.png](https://cdn.aimwords.com/prefix-images/ex-/d1ee6879-Pasted_image_20210816171612.png)

更进一步基于上述""安全出口""的意向，联想到使用安全出口标识的场景，比如建筑里发生火灾，所有人都疯狂找寻安全出口标识并疯狂逃命的画面。在这种情形中突出状态的危及、恐慌情绪的强烈，体会到一种对状态、情绪加强、强化的意向，进而把握 ex- 作前缀还可以表示""加强，强调""；

基于""出，出去""的含义进行延伸，理解为走出了自己生活的人，比如前男友、前女友，由此把握 ex- 表达与前任有关的含义，作前缀表示""前任""；"
5fff9b79-9a3c-4262-9e0d-32591123bdbe,2,63cd502c-c61d-413c-b4b6-791978d1da98,ag-,prefix,"表示""向，朝向""、""接近""、""在...上""、""加强，强调""；","① 针对整个前缀采用谐音记忆法：ag 的发音类似中文""额头"" ——> 额头对着某个方向，对应表示朝向、方向有关的含义，故 ag- 作前缀表示""向；朝""；延伸联想人朝着某个方向前进，即靠近、接近某个方向，重点突出朝…走动之后距离变近的意向，把握 ag- 作前缀还可以表示""接近""；

② 划分：a | g
针对第 1 个元素采用含义联想法：通过 a 的字形和发音联想到已经记忆过的单词 [[at]] prep.在…；
针对第 2 个元素采用谐音记忆法：g 在前缀里的发音类似中文""头"" - 头部；
联系前缀的含义再综合考虑 a（at - 在）+ g（头 - 头部）= 在头部，对应在最高的头部位置，表示在上方，在…之上的意向，由此把握 ag- 作前缀表示""在...上""；

③ 针对整个前缀采用谐音记忆法：ag- 的发音类似中文""啊！够！""，联想到人在情绪激动时大喊""啊！够了！""的场景，突出情绪的强烈，由此把握与加强、强调有关的含义，故 ag- 作前缀还可以表示""加强，强调""；"
5fff9b79-9a3c-4262-9e0d-32591123bdbe,3,3c102dc5-d483-4b8e-bc12-9bc2c6d12cfe,-ate,suffix,"① 动词后缀，构成动词，表示""使成为...""，""引起...""，""做…""，""使…""；② 形容词后缀，构成形容词，表示""具有...性质的""，""充满...的""，""…的""；③ 名词后缀，构成名词，表示""职位""，""身份""，""…的人""，""群体""；或表示""化学盐类""；",
5fff9b79-9a3c-4262-9e0d-32591123bdbe,4,54a289a8-6394-4eda-8d58-1694f287f762,agger,root,"表示""堆积，聚集""或""增加，加重""；","划分：ag | ger
针对第 1 个元素采用词根词缀分析：[[ag-]] 作前缀表示""加强，强调""；
针对第 2 个元素采用谐音记忆法：ger 在词根里的发音类似中文""加""，增加；同时 ger 在词根里的发音类似中文""集""，聚集，汇集；
联系词根的含义再综合考虑 ag（加强，强调）+ ger（加，增加；集，聚集）——> 对聚集、汇集、增加的意向进行加强，故 agger 作词根表示""堆积，聚集""或""增加，加重""；"
7ec72f08-331f-445f-b0f8-db88d3635dde,1,745bfaba-917a-406b-9d5d-ddd63b9f57a8,-ion,suffix,"名词后缀，主要表示""动作；过程；状态；结果；情况""；",
7ec72f08-331f-445f-b0f8-db88d3635dde,2,0e1e4834-1d6f-4546-8d73-edafa036bb02,ex-,prefix,"表示""外，向外""、""出，出去，出来""、""超出""、""前任""或""加强，强调""；","针对整个前缀采用发散联想法：通过 ex 的字形联想到如图所示的日常生活中我们常见的""安全出口 - EXIT""，所谓的安全出口对应的就是从建筑内部向外出去的出口，由此把握 exit 中的 ex- 前缀则表示与向外、朝外、出去、出来有关的意向，故 ex- 作前缀表示""外，向外""；""出，出去，出来""；进一延伸表示超出，故 ex- 作前缀还可以表示""超出""；

![Pasted image 20210816171612.png](https://cdn.aimwords.com/prefix-images/ex-/d1ee6879-Pasted_image_20210816171612.png)

更进一步基于上述""安全出口""的意向，联想到使用安全出口标识的场景，比如建筑里发生火灾，所有人都疯狂找寻安全出口标识并疯狂逃命的画面。在这种情形中突出状态的危及、恐慌情绪的强烈，体会到一种对状态、情绪加强、强化的意向，进而把握 ex- 作前缀还可以表示""加强，强调""；

基于""出，出去""的含义进行延伸，理解为走出了自己生活的人，比如前男友、前女友，由此把握 ex- 表达与前任有关的含义，作前缀表示""前任""；"
7ec72f08-331f-445f-b0f8-db88d3635dde,3,54a289a8-6394-4eda-8d58-1694f287f762,agger,root,"表示""堆积，聚集""或""增加，加重""；","划分：ag | ger
针对第 1 个元素采用词根词缀分析：[[ag-]] 作前缀表示""加强，强调""；
针对第 2 个元素采用谐音记忆法：ger 在词根里的发音类似中文""加""，增加；同时 ger 在词根里的发音类似中文""集""，聚集，汇集；
联系词根的含义再综合考虑 ag（加强，强调）+ ger（加，增加；集，聚集）——> 对聚集、汇集、增加的意向进行加强，故 agger 作词根表示""堆积，聚集""或""增加，加重""；"
7ec72f08-331f-445f-b0f8-db88d3635dde,4,2a70cf6b-ff49-4346-9fd9-e3557c9f8b5b,-ation,suffix,"名词后缀，是 [[-ion]] 的一种常见形式，通常加在以 -ate 结尾的动词后面，或直接加在某些动词/词根后，表示""动作；过程；状态；结果；机构；…化""；",
4641fd89-9290-42ae-a472-8ca778db6678,1,0e1e4834-1d6f-4546-8d73-edafa036bb02,ex-,prefix,"表示""外，向外""、""出，出去，出来""、""超出""、""前任""或""加强，强调""；","针对整个前缀采用发散联想法：通过 ex 的字形联想到如图所示的日常生活中我们常见的""安全出口 - EXIT""，所谓的安全出口对应的就是从建筑内部向外出去的出口，由此把握 exit 中的 ex- 前缀则表示与向外、朝外、出去、出来有关的意向，故 ex- 作前缀表示""外，向外""；""出，出去，出来""；进一延伸表示超出，故 ex- 作前缀还可以表示""超出""；

![Pasted image 20210816171612.png](https://cdn.aimwords.com/prefix-images/ex-/d1ee6879-Pasted_image_20210816171612.png)

更进一步基于上述""安全出口""的意向，联想到使用安全出口标识的场景，比如建筑里发生火灾，所有人都疯狂找寻安全出口标识并疯狂逃命的画面。在这种情形中突出状态的危及、恐慌情绪的强烈，体会到一种对状态、情绪加强、强化的意向，进而把握 ex- 作前缀还可以表示""加强，强调""；

基于""出，出去""的含义进行延伸，理解为走出了自己生活的人，比如前男友、前女友，由此把握 ex- 表达与前任有关的含义，作前缀表示""前任""；"
