table_file,field_name,original_data_type,fill_method,required_when,default_value,editorial_source_path,rule,original_source_path,original_description
words.csv,audio_url,string|null,verified_reference,可空,,editorial.words[].audio_url,可空；有适合采用的真实音频来源且链接可访问才填，不猜 CDN 地址。,detail.content.audio_url,单词音频 URL
words.csv,memory_markup,string|null,original_editorial,有行时必填,,editorial.words[].memory_markup,阶段 4 必填；原创助记，可用联想但须明确其为记忆法。仅向已登记实体生成双向链接。,detail.content.memory_markup,记忆思路 Markdown/标记文本
words.csv,etymology_markup,string|null,original_editorial,可空,,editorial.words[].etymology_markup,有可靠构词或词源依据才写事实说明；不以谐音或字母巧合充当词源。无证据可空，并在进度中标 not_applicable 或待核实。,detail.content.etymology_markup,词源与构词 Markdown/标记文本
words.csv,root_affix_notes,string|null,original_editorial,有行时必填,,editorial.words[].root_affix_notes,记录核实后的构词解释、变体与用法；无法拆分时明确整体记忆，不创建假词根。,detail.content.root_affix_notes,词根词缀笔记
words.csv,root_affix_accumulation,string|null,original_editorial,可空,,editorial.words[].root_affix_accumulation,依据编写规范原创并复核；引用事实记录来源，不从六级复制教学正文。,detail.content.root_affix_accumulation,词根词缀积累内容
words.csv,vocabulary_id,string|null,empty,可空,,editorial.words[].vocabulary_id,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,detail.content.vocabulary_id,生词本成员 ID
words.csv,is_completed,boolean,constant,有行时必填,false,editorial.words[].is_completed,发行数据不携带个人进度,word_index[].is_completed,当前 DAY 是否已完成该词
words.csv,studied,boolean,constant,有行时必填,false,editorial.words[].studied,发行数据不携带个人进度,candidate_snapshot.studied,是否学过
words.csv,reviewed,boolean,constant,有行时必填,false,editorial.words[].reviewed,发行数据不携带个人进度,candidate_snapshot.reviewed,是否复习过
words.csv,memorized_count,integer,constant,有行时必填,0,editorial.words[].memorized_count,发行数据不携带个人进度,candidate_snapshot.memorized_count,学习侧记忆次数
words.csv,reviewed_count,integer,constant,有行时必填,0,editorial.words[].reviewed_count,发行数据不携带个人进度,candidate_snapshot.reviewed_count,复习次数
words.csv,sentence_zone_status,string,original_editorial,有行时必填,,editorial.words[].sentence_zone_status,已验收句子内容导出 ready；与 sentence_zones.status 一致。无句子时保持草稿，不伪称 ready。,sentence_zone.status,句子区状态
words.csv,example_count,integer,computed,有行时必填,,editorial.words[].example_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,derived,普通例句数量
words.csv,long_sentence_count,integer,computed,有行时必填,,editorial.words[].long_sentence_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,derived,长难句数量
words.csv,exam_example_count,integer,computed,有行时必填,,editorial.words[].exam_example_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,derived,真题句数量
words.csv,frequency_count,integer,computed,有行时必填,,editorial.words[].frequency_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,derived,词频记录数量
words.csv,collocation_count,integer,computed,有行时必填,,editorial.words[].collocation_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,derived,搭配数量
words.csv,root_markup_count,integer,computed,有行时必填,,editorial.words[].root_markup_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,derived,构词元素数量
words.csv,relation_group_count,integer,computed,有行时必填,,editorial.words[].relation_group_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,derived,关系词分组数量
words.csv,analysis_seen_mark_count,integer,computed,有行时必填,,editorial.words[].analysis_seen_mark_count,由实际编辑数据、顺序或子表生成，禁止手写统计。所有 index 从 0 开始；word_order 从 1 开始。,derived,已查看分析标记数量
words.csv,access_allowed,boolean,constant,有行时必填,true,editorial.words[].access_allowed,仅描述本项目已复核导出内容，不声称拥有第三方访问权限,detail.access_policy.allowed,服务端是否允许访问
words.csv,access_reason,string|null,empty,可空,,editorial.words[].access_reason,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,detail.access_policy.reason,访问判定原因
words.csv,permission_type,string|null,empty,可空,,editorial.words[].permission_type,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,detail.access_policy.permission_type,权限类型
words.csv,permission_is_expired,boolean,constant,有行时必填,false,editorial.words[].permission_is_expired,原创内容无上游到期授权,detail.access_policy.is_expired,权限是否过期
words.csv,protection_content_type,string,empty,可空,,editorial.words[].protection_content_type,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,detail.protection.content_type,内容保护类型
words.csv,protection_exposure_weight,number,empty,可空,,editorial.words[].protection_exposure_weight,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,detail.protection.exposure_weight,服务端曝光权重
words.csv,protection_trace_id,string,empty,可空,,editorial.words[].protection_trace_id,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,detail.protection.trace_id,服务端追踪 ID
words.csv,protection_marker_type,string,empty,可空,,editorial.words[].protection_marker_type,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,detail.protection.marker_type,内容标记类型
words.csv,protection_marker_version,string|null,empty,可空,,editorial.words[].protection_marker_version,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,detail.protection.marker_version,内容标记版本
words.csv,protection_hidden_prompt,string|null,empty,可空,,editorial.words[].protection_hidden_prompt,上游私有元数据或个人状态不适用，空字符串；不带凭据、隐藏提示或追踪信息。,detail.protection.hidden_prompt,服务端返回的隐藏提示字段，原样保留
words.csv,detail_status,string,original_editorial,有行时必填,,editorial.words[].detail_status,只有该词必填教学内容全部复核、可选项状态已交代且校验通过，才导出 ok；草稿不进入正式 words.csv。,word_details[].status,详情批次条目状态
