word_id,spelling,source_roles,ecdict_cet4_tag,cet6_word_id,cet6_spelling,match_method,reuse_status,reason
cet4-w-1f45be9473d623c78561,distribute,headword,true,0b80e982-3d17-4ed4-8699-3a9feaa8443b,distribute,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-1379a24120b10f800ad9,distribution,listed_related,true,a9fb393f-2089-4921-a57b-d53f56fe16af,distribution,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-feb4ba73e9c045b15291,distributive,listed_related,false,23ddfe89-09e1-4ced-b717-c740e12705fe,distributive,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-ccfae1707fd6c09a58fe,district,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-1022fc8f891c9507a2d5,disturb,headword,true,f61838aa-1a4f-40c0-b35e-9f87403ec854,disturb,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-18749922cfb217095122,disturbance,listed_related,false,7674f79a-35e7-4c9a-82fd-20a2d3b73a66,disturbance,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-3e67b74dd7ef56b041f0,ditch,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-b3b8146751e8f9cb70bf,dive,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-6703db938d8e2726616c,diverse,headword,true,0147fe9e-829b-4d2f-8ef2-fdddeacc913f,diverse,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-d10c37338a93e7e6cdd6,diversify,listed_related,false,d3fa8e6c-fcbf-4788-a85b-16235438b792,diversify,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-d297a7e0cd38e2afc489,diversity,listed_related,false,c68d6b2d-156e-44da-a5b8-0b4531faefa6,diversity,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-8d73f2e50238a73581c5,divide,headword,true,4dab4c11-8ee4-443a-b76f-b51e0635e3ea,divide,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-43d5d3b2eb71158c60e1,division,listed_related,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-d10a0c9a9dfd43bb0fac,divisive,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-6cb270be7283dc5cf7dd,divorce,headword,true,29d899f8-1854-43bc-9119-6d170e772dc0,divorce,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-e7bcdb7bacfde2f680ca,dizzy,headword,false,62477e8c-f09e-43c2-951b-132710cda0aa,dizzy,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-48f7296638bf133bf6cf,do,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-5a993723fe809b667bf0,dock,headword,true,001afbad-8238-4ca3-aa1b-e9672c7f9254,dock,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-a707497b1f093a71b15d,doctor,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-64a76bf870c872f8d508,doctoral,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-be8bd00fe1fb8834e983,doctorate,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-9ccb69358fd2b9255e2f,document,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-f9ab8d52c296f228709a,documentary,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-0655c308433e28948724,dog,headword,false,452a00e1-a307-4af5-bd72-637651f450f9,dog,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-eac26a436dbb1e6b4d72,doll,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-1b6cf8c4f40e1c104a36,dollar,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-c8dfd7acd3b3c15354d2,dolphin,headword,false,a22c4fe2-fc32-47c8-842c-445cc8021e7f,dolphin,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-5cc87bf4559216113ce7,domestic,headword,true,688831db-5cec-451e-9797-c687c02ded92,domestic,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-6e74169ca489a07e937b,dominance,listed_related,false,d9588342-92e0-4dac-89aa-96d864f1cd3c,dominance,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-cc4efc17aadb84d52ea6,dominant,listed_related,false,6c419149-0e9f-4939-91b0-6a5ccbdd7578,dominant,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-e8b3b236f23de683e84a,dominate,headword,true,2658990c-cfff-447c-b726-f788857b0414,dominate,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-298b013c5861142efbcb,domination,listed_related,false,c8f419f9-0fd9-4938-a629-5fae079bdacf,domination,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-accd15dca672e64dea3a,donate,headword,false,bcd119d6-164b-434d-9a11-20aedb4d7c27,donate,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-b8a224eb19f1dbe4be51,donation,listed_related,false,611550e1-d998-48af-a227-a2d6d2b7b967,donation,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-727b6c55b6585f9a67f0,donkey,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-570b9efd2c5cd2c89180,donor,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-12ccbed0bc706ef2839a,doom,headword,false,af847e58-aadb-44d2-87db-0a2087c48a95,doom,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-8e3ce57cc020d54acb5b,door,headword,false,ba34f186-79ba-4c37-8ad8-4f2cd24f2415,door,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-e06d995f644b107c651d,dorm,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-b29b404d69035fc98c28,dormitory,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-228ca54e38503eb1d77f,dosage,listed_related,false,fbf269c7-649f-4baf-b48d-0ce9f0029a3d,dosage,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-1e7924933ac59ad5714d,dose,headword,true,0cbba865-96c5-4f6d-b69d-aa71f1622d79,dose,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-86f3b57bbf85476d3ad2,dot,headword,true,24b2603f-aac7-44c9-bbaa-f2ac8aa95fe4,dot,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-9fe5758ed4e2c54017fd,double,headword,false,1bb3005f-c292-497d-81c8-6433273179ee,double,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-08137cb0538fa44dedcf,doubt,headword,true,b32a7e72-8190-4249-b02a-73e2d4ce1edc,doubt,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-4fb1b2a5e13dc3b2c60e,doubtful,listed_related,true,02a8ccdb-2fb1-4f2e-92d3-6eff248079eb,doubtful,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-f4484d48e3d33ecaa476,doubtless,listed_related,true,575818c0-ff44-4fb6-96d1-4fb1406f6660,doubtless,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-d0ba34157a83e1d457a4,dove,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-0ebf23713fa90c4319f4,down,headword,false,06e140d2-619c-4f69-9a05-bdc97e304787,down,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-f94975f22f52d0261fc7,download,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-7be7e12f9067d4b4a437,downstairs,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-6ab56344e254e9c0c1c7,downtown,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-4d7f48fb2458c9a753f2,downward,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-ccc4090fae557503520e,downwards,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-3ae5b423e9e0cb7a2102,dozen,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-d782433d07bdaba6321e,draft,headword,true,4e72ca3d-7fca-4c50-9e00-3d91d3756629,draft,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-2473bae77d7fa0fd743d,drag,headword,true,bafffad3-2864-4a60-80f0-820b1926b3ce,drag,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-bfb296b0e2f9e2e59714,dragon,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-db5f16003d6fbae55e81,drain,headword,true,a205f216-8bd6-4c4d-ae02-42e4f9696399,drain,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-a3d72b0a0bfb316f59f7,drainage,listed_related,false,5dd65959-a1eb-4155-9b5f-19cd1da106e7,drainage,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-76904706385cb479dfea,drama,headword,true,4c500938-a77c-472c-a68a-4aa3299321b2,drama,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-a33e57ae120ffad8a6e7,dramatic,listed_related,true,ea45f0ac-bf15-4ccc-af13-74506307afad,dramatic,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-b8ea5d62542d771316cf,dramatically,listed_related,false,69083992-bb5d-4e47-b811-1808fb0e8f27,dramatically,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-583d344a97ccfbc5e7c0,drastic,headword,false,6bf60c87-76a3-43d5-b772-e3d27dfa35c4,drastic,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-9315ab5452e0dfbe1c26,drastically,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-e090aab1e1c5a8a9c26a,draw,headword,false,c2864c80-c7c9-44a9-8fc8-4aebebbf0551,draw,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-3f8776f5aa055c40f3d3,drawer,headword,true,81ded94c-4634-4618-9805-04f033e4425e,drawer,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-f77dc220af04385ebe48,drawing,listed_related,true,b28900aa-6278-4451-a098-4d8dacd047c5,drawing,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-8af74a935c2fb09e7098,dream,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-90041357fc622eb2c307,dreamy,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-9b75f9d409e316dbeb9d,dress,headword,false,e1ffe0b5-5684-43c2-a059-7fc5034bd757,dress,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-de79e69442ffbc9c1e3d,drift,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-6e5fa4316b643aca4619,drill,headword,true,083731fc-2e40-411d-87f2-7b72d674bc53,drill,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-2be6f1a4008c256d0871,drink,headword,false,983a3a81-ad49-4dfe-b974-f09f78144fd4,drink,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-2b35201e2177a7bff587,drip,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-476d40e07ad2f673c414,drive,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-0b184963287d18223581,driver,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-0a5fa7c0517d8d24849f,drop,headword,true,951210f2-2d25-47e7-8fe4-729d4b32e057,drop,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-a4104c15f25b0d01b39d,dropout,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-38f657db091c32bcc741,drought,headword,true,5fa77b6f-1bf3-47d9-b7a9-31de6daddf0a,drought,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-2e4740f35b7df715fdb9,drown,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-f8fd116deab6a9c8d193,drug,headword,true,2ab76785-4f49-4d10-b308-4a9ae6c5d4ec,drug,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-dea28738be0a0f47d0e1,drum,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-f58a56e08652f19cefb5,drunk,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-98b2fd7b44f4b34b7209,drunkard,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-0135e57d71378cc0c016,drunken,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-02620c855d1e31ebc054,dry,headword,false,698c97e6-208d-4bcc-b585-debccaaa0925,dry,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-6816af060d1af77da11f,dryer,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-41f1c386ce2d9dd87d07,dual,headword,false,3e720c10-5b0b-4c43-9e9b-a2be5f5c2ea7,dual,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-e2504efbc5a59a32cccf,duck,headword,true,7e80d44e-7c0b-46b9-aed8-ccdbe5253229,duck,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-102222a4ee4985e06330,due,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-dc86fc811d21b87c4d4e,dull,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-9daa944d51fd7fdc3d2c,duly,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-ca143fcc14c3a26365a7,dumb,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-4aee95e5706efb102236,dump,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-ded187fc1f119c9ec704,durability,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-3a2a2c5d2fc91cd814f4,durable,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-a6c9001f1f7f875d4ff4,duration,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-707d8c42465d0704451d,during,headword,false,2f0c5c52-69de-4aeb-9e82-cf51a4aaa85f,during,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-7a5c79713714883b6a80,dusk,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-c1472f54ac2acf65ca67,dust,headword,true,4e16ce71-b1dc-4a28-bf14-5db2262560b2,dust,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-fcdc17ca618f3c2c1886,dusty,listed_related,false,90dac86c-7c2a-4d61-b6bf-bbb632ecacdc,dusty,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-9a9c3aa05b614df77cc0,duty,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-aabd5ca28d696915bb4b,dye,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-5b1264beb21f1da02ba9,dying,listed_related,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-1e0a74b5de6421f65221,dynamic,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-bee75fa4f9c473316ef4,dynamics,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-6382fb8e5cee23461ed0,dynasty,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-92a2934a97854c8395fc,each,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-b23c6f4c7ca3e00a35e3,eager,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-e47dad92352f6b05087a,eagle,headword,true,aa095fba-904a-491a-984d-3d5abcffc10f,eagle,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-fe9a7f2256a365b83b29,ear,headword,false,a4b17f97-cbfd-4766-a14d-d3bca30133aa,ear,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-a909691a64f2a6bf4247,early,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-e0a8fbf7b0c3e65346ae,earn,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-bdd1c5413ca942b91479,earnest,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-23d03fe64bba9019bc3b,earnings,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-a007aa081f00edc76c9f,earth,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-43c9ba30a23f52ed55d2,earthquake,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-b0d8521d27faeb701aa8,ease,headword,true,fc8bc6e3-ca2b-4c73-9991-b0e87f5ac70a,ease,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-89ae4148866d718eb202,easily,listed_related,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-6eb25f3300182028dc84,east,headword,false,4e2cf8a2-3f0b-4be3-9342-74ccd01c5394,east,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-0e47eff4c3b489e9f823,eastern,listed_related,true,64888bd6-2705-4641-848b-9b6ef945adbf,eastern,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-80cf32d1b0fa93e1119d,easy,headword,false,457c7e84-50f3-4cf8-9233-e729083463ec,easy,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-d517a3ce82d582c4f83b,easy-going,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-7e208210e91eae52ad9f,eat,headword,false,dad251fe-fa3a-420a-9a47-02bb73c9083d,eat,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-aa2f4bbf45bfc4eabd8d,echo,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-4ef1d4e47f7926d44338,ecological,listed_related,false,e26a7b78-f2a1-46db-aec7-a1403655d607,ecological,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-5bc1c46231d50f6b250b,ecology,headword,false,8cb9f11a-3fa2-486f-97da-85f07dbfc34e,ecology,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-37386e789aedadddfea8,economic,listed_related,true,149a3e48-c4aa-4e05-8b47-4a0c107b4888,economic,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-af40f4c468d81d1feb40,economical,listed_related,true,34a7763e-927e-4409-82b4-b75c55f44f26,economical,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-ee990516a5ee58a7aeaa,economics,headword,true,7e25fcb0-7027-47f8-85e3-add575b0f267,economics,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-99a73817d2bc585fb284,economist,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-b580555c3d78fe9424cf,economy,headword,true,6ccd24f7-ab9a-4722-911f-583315e1071a,economy,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-127056da48afdf6946c5,edge,headword,true,45ab1199-fc42-4f81-9408-bb2fcba3640b,edge,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-12d2c0bcc43e45400232,edit,headword,false,b65a9634-3855-410f-bb10-eaa7a8cd623a,edit,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-3066ebacf712b0d133b0,edition,listed_related,true,f8258767-ee0b-4719-87c4-d490d16031f0,edition,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-c49ebe5abc58c64e2c01,editor,listed_related,true,638a3778-6c5c-4f89-bf84-24f3f6614637,editor,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-2b642be7b33a52841c5d,editorial,headword,true,69b65641-af66-4d7a-b219-4604133cb076,editorial,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-aed0b1472ac8797f3e91,educate,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-f086911b1637a99e7586,education,listed_related,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-c9980cf4f78af7d9b133,educational,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-2c9d106135ef0b8c5dfa,educator,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-76288eafb4032e494803,effect,headword,true,6f2d4a13-2515-4034-a108-1e16105b9663,effect,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-20862e6595ab6cc4f589,effective,listed_related,true,00159592-e62b-46e2-9c49-0f0687a4e2d9,effective,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-94443591cca1b51da9df,efficiency,listed_related,true,0351dd92-4972-4671-bc8c-1c8a8a2cb394,efficiency,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-09dd840e52cd9ed53f40,efficient,headword,true,8abe1a29-9bed-456d-87cb-b6cab5868c5e,efficient,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-84b460d8275a3097e1a9,effort,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-976b1ce18de54421c6a6,egg,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-cbe43958e474c51d9c66,eggplant,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-a7282a2309433d8e63a3,eight,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-2c9a06c91b15c80a3781,eighteen,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-75542c7b8d628f9edf33,eighth,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-3ed99a0cdd21a93098e8,eighty,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-b8c7c44c621e120f57aa,either,headword,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-277dfc113609160679a6,elbow,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-51bbfee70b7711755b45,elder,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-49290be752bb39a6b246,elderly,listed_related,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-1ccea80bb4ec72f6237f,elect,headword,true,c188eb41-36ec-4ebd-aa50-f1e565f268f2,elect,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-c19f84f4f18614cf3f87,election,listed_related,true,af1cd9d1-92b2-4cd2-b8cf-06b06b324aa9,election,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-b86eaf338b251e7c4d99,elective,listed_related,false,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-994a35a0b5e5bd3dec7a,electric,listed_related,true,eaec6260-6ebb-40f8-ad29-49d9837f9feb,electric,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-9d3581155f9980612d7c,electrical,listed_related,true,1f1091a0-7996-4887-99da-b2fed0a53af1,electrical,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-88e42761fcc92f5785b0,electrician,listed_related,false,69941099-c095-47ed-82df-94349919bfcc,electrician,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-b0a13ca44330bf5f6cc8,electricity,headword,true,5459cf26-0aea-4c42-8515-0261d71684e1,electricity,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-5905f90b55479e94ec44,electron,headword,true,aea0b594-4592-49fa-b98e-58187578f34f,electron,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-813a0e670245295bc0be,electronic,listed_related,true,25f7cffe-d797-4761-9304-cc5dba4d7a1e,electronic,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-14a2e497681233a5a1ef,electronically,listed_related,false,b7f15442-0ac7-4498-9cc9-891992fec71a,electronically,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-0f4f827e1d9b82cbe7a3,electronics,listed_related,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
cet4-w-d2b18605bad1d78a8f1c,elegance,listed_related,false,c567bd30-9165-407d-b826-5382db7bee94,elegance,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-cc09cdf63e2431751281,elegant,headword,false,f7cf9306-28d0-400a-a07d-2342c868cf6d,elegant,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-f31955cd24765a200371,element,headword,true,b91133e3-1062-4d0e-817c-eb19c19cc7f9,element,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-69f9cc83b7110e767ccd,elementary,headword,true,ce66594e-b63a-4922-a7b7-9f6a1df4776d,elementary,exact,pending_content_review,同词命中仅建立审核入口；不自动复制释义、拆词或巧记。
cet4-w-3797e7214fce6e5cccd5,elephant,headword,true,,,none,new_content_required,无六级同词；后续查找有证据的词族关系。
