word_id,spelling,lemma,source_roles,translation_reference,category,review_status,decision,reason,evidence,reviewed_at
cet4-w-099c2b502dfe15f90e44,left,leave,headword,"a. 左边的, 左倾的, 左侧的, 左派的
adv. 在左面
n. 左, 左面, 左派
leave的过去式和过去分词",homograph,editorial_reviewed,retain_independent,左边、向左等独立用法，不随 leave 的过去式删除。,references/lexical.csv#cet4-w-099c2b502dfe15f90e44,2026-09-17
cet4-w-e946b1890e1037dbfab4,lighting,light,listed_related,"n. 照明, 照明设备, 舞台灯光",lexicalized,editorial_reviewed,retain_independent,照明、灯光设备，是独立名词。,references/lexical.csv#cet4-w-e946b1890e1037dbfab4,2026-09-17
cet4-w-0312f9f2afc8eb5f7025,limited,limit,listed_related,"a. 有限制的, 有限的, 有限责任的
n. 特别快车",lexicalized,editorial_reviewed,retain_independent,有限的，描述数量或范围。,references/lexical.csv#cet4-w-0312f9f2afc8eb5f7025,2026-09-17
cet4-w-fedc8659e09758a3b1ff,living,live,listed_related,"n. 生活, 生计, 生存
a. 活的, 逼真的, 现存的",lexicalized,editorial_reviewed,retain_independent,生计、生活，以及活着的，具有独立词性义项。,references/lexical.csv#cet4-w-fedc8659e09758a3b1ff,2026-09-17
cet4-w-3aa6f265dc543e463697,lodging,lodge,listed_related,"n. 寄宿处, 寄宿
[法] 提起, 住所",lexicalized,editorial_reviewed,retain_independent,住宿、住处，是独立名词。,references/lexical.csv#cet4-w-3aa6f265dc543e463697,2026-09-17
cet4-w-cf6fab02898bc07fd3c8,lower,low,listed_related,"a. 低的, 下级的, 下层的
vi. 降低, 跌落, 减弱
vt. 放下, 降下, 减弱, 贬低",lexicalized,editorial_reviewed,retain_independent,降低、放下的动词用法，需要区别于 low 的比较级。,references/lexical.csv#cet4-w-cf6fab02898bc07fd3c8,2026-09-17
cet4-w-dcc51bd7ebc6dc650eea,meaning,mean,listed_related,"n. 意义, 含义, 目的, 意图
a. 意味深长的",lexicalized,editorial_reviewed,retain_independent,含义、意义，是独立名词。,references/lexical.csv#cet4-w-dcc51bd7ebc6dc650eea,2026-09-17
cet4-w-c591527a740d890f968e,means,mean,headword,"n. 方法, 手段, 工具, 财产, 收入
[经] 方法, 手段, 工具; 意谓",lexicalized,editorial_reviewed,retain_independent,方法、手段，单复数同形，不能只按 mean 的变化处理。,references/lexical.csv#cet4-w-c591527a740d890f968e,2026-09-17
cet4-w-3018c1abc3106407ea79,mechanics,mechanic,listed_related,"n. 机械学, 结构, 力学
[化] 力学",lexicalized,editorial_reviewed,retain_independent,力学，与 mechanic 的机械师复数区分。,references/lexical.csv#cet4-w-3018c1abc3106407ea79,2026-09-17
cet4-w-410b5e6b5fb30ace8f33,meeting,meet,headword,"n. 会议, 会面
[法] 会议, 会谈, 集会",lexicalized,editorial_reviewed,retain_independent,会议、会面，是独立名词。,references/lexical.csv#cet4-w-410b5e6b5fb30ace8f33,2026-09-17
cet4-w-132e12c23e7b1f992e95,mining,mine,listed_related,"n. 采矿
[经] 采矿, 采矿业",lexicalized,editorial_reviewed,retain_independent,采矿、采矿业，是行业名称。,references/lexical.csv#cet4-w-132e12c23e7b1f992e95,2026-09-17
cet4-w-2951f66b6d2dbd227e34,missing,miss,headword,"a. 不见的, 缺少的
[法] 行踪不明的, 失踪的, 遗失的",lexicalized,editorial_reviewed,retain_independent,失踪的、缺失的，描述状态。,references/lexical.csv#cet4-w-2951f66b6d2dbd227e34,2026-09-17
cet4-w-85c297570918277162a6,mistaken,mistake,listed_related,"a. 犯错的, 错误的
mistake的过去分词",lexicalized,editorial_reviewed,retain_independent,错误的、误解的，具有形容词用法。,references/lexical.csv#cet4-w-85c297570918277162a6,2026-09-17
cet4-w-402d1b7c42f48239e7fb,mounting,mount,listed_related,"n. 装备, 衬托纸, 舞台效果, 上马
[化] 装配",lexicalized,editorial_reviewed,retain_independent,安装、支架等名词义，以及不断增加的形容词用法。,references/lexical.csv#cet4-w-402d1b7c42f48239e7fb,2026-09-17
cet4-w-65cd27db40c741faafc8,networking,network,listed_related,"[计] 连网, 建网",lexicalized,editorial_reviewed,retain_independent,联网、建立人际联系，保留现代常用义。,references/lexical.csv#cet4-w-65cd27db40c741faafc8,2026-09-17
cet4-w-f93105df517938a0619d,number,numb,headword,"n. 数, 数字, 数目, 号码
vt. 数, 计算, 共计
vi. 计算, 报数
[计] 数字",false_lemma,editorial_reviewed,retain_independent,数字、数量的 number 不能归入 numb 的比较级。,references/lexical.csv#cet4-w-f93105df517938a0619d,2026-09-17
cet4-w-0e3245882363cacf69bd,offering,offer,listed_related,"n. 提供, 奉献物, 牲礼, 上市的股票(或证券等)
[经] 出售物",lexicalized,editorial_reviewed,retain_independent,供品、提供的产品等，指具体事物。,references/lexical.csv#cet4-w-0e3245882363cacf69bd,2026-09-17
cet4-w-f72cca3b2235143e9d03,Olympics,olympic,listed_related,n. 奥林匹克运动会,lexicalized,editorial_reviewed,retain_independent,奥林匹克运动会，是固定赛事名称。,references/lexical.csv#cet4-w-f72cca3b2235143e9d03,2026-09-17
cet4-w-6f96468bcfa4e49268b4,opening,open,listed_related,"n. 开始, 口子, 穴, 揭幕
a. 开始的",lexicalized,editorial_reviewed,retain_independent,开口、开幕、空缺等独立名词义。,references/lexical.csv#cet4-w-6f96468bcfa4e49268b4,2026-09-17
cet4-w-7019c7670baea72dd8b2,outing,out,headword,"n. 郊游, 远足
a. 远足适用的",lexicalized,editorial_reviewed,retain_independent,郊游、短途出游，是活动名称。,references/lexical.csv#cet4-w-7019c7670baea72dd8b2,2026-09-17
cet4-w-1fc7f87a2b99df359815,overwhelming,overwhelm,listed_related,"a. 压倒性的, 无法抵抗的",lexicalized,editorial_reviewed,retain_independent,压倒性的，描述力量或程度。,references/lexical.csv#cet4-w-1fc7f87a2b99df359815,2026-09-17
cet4-w-09b98b780b69d7456e51,parking,park,listed_related,"n. 停车
a. 停车的",lexicalized,editorial_reviewed,retain_independent,停车、停车位供给，是独立名词。,references/lexical.csv#cet4-w-09b98b780b69d7456e51,2026-09-17
cet4-w-cf14b16e2aa42e145c80,planning,plan,listed_related,"n. 计划的制订, 策划, 设计, 规划
[计] 计划, 规划",lexicalized,editorial_reviewed,retain_independent,规划、筹划，是独立名词。,references/lexical.csv#cet4-w-cf14b16e2aa42e145c80,2026-09-17
cet4-w-de4e03339d4155a13802,pleasing,please,listed_related,"a. 令人喜爱的, 愉快的, 舒适的",lexicalized,editorial_reviewed,retain_independent,令人愉快的，描述引起的感受。,references/lexical.csv#cet4-w-de4e03339d4155a13802,2026-09-17
cet4-w-d44565b061edfb27e665,politeness,politenes,listed_related,"n. 有礼, 优雅",false_lemma,editorial_reviewed,retain_independent,礼貌，是 polite 的派生名词；politenes 是错误的词形还原结果。,references/lexical.csv#cet4-w-d44565b061edfb27e665,2026-09-17
cet4-w-95b78e9b109355167769,pressing,press,listed_related,"a. 紧迫的, 迫切的, 热切的
n. 压, 压榨, 冲压件, 唱片",lexicalized,editorial_reviewed,retain_independent,紧迫的，描述问题或需求。,references/lexical.csv#cet4-w-95b78e9b109355167769,2026-09-17
cet4-w-cdfde1df5e1179a4fb44,printing,print,listed_related,"n. 印刷, 印刷术, 印花
[计] 打印; 印刷",lexicalized,editorial_reviewed,retain_independent,印刷、印刷业，是活动或行业名称。,references/lexical.csv#cet4-w-cdfde1df5e1179a4fb44,2026-09-17
cet4-w-323389565a4034a1693f,privileged,privilege,listed_related,"a. 有特权的, 有特别恩典的
[法] 特许的, 有特权的",lexicalized,editorial_reviewed,retain_independent,有特权的、荣幸的，具有形容词用法。,references/lexical.csv#cet4-w-323389565a4034a1693f,2026-09-17
cet4-w-9bbbc863ffbfc0c56b8e,proceedings,proceeding,listed_related,"n. 诉讼, 事项, 行径, 事件, 活动, 项目, 会议录, 记录汇编, 活动记录",lexicalized,editorial_reviewed,retain_independent,会议记录、诉讼程序等固定复数名词义。,references/lexical.csv#cet4-w-9bbbc863ffbfc0c56b8e,2026-09-17
cet4-w-a08b8537fe27627f9e7d,promising,promise,listed_related,"a. 有希望的, 前途有望的
[经] 有希望的",lexicalized,editorial_reviewed,retain_independent,有前途的，描述发展潜力。,references/lexical.csv#cet4-w-a08b8537fe27627f9e7d,2026-09-17
cet4-w-b7872938f182fd0b12b8,provided,provide,headword,"conj. 倘若, 以...为条件",lexicalized,editorial_reviewed,retain_independent,只要、假如，连词用法。,references/lexical.csv#cet4-w-b7872938f182fd0b12b8,2026-09-17
cet4-w-701b71ee38626f22b48e,ragged,rag,listed_related,"a. 衣衫褴褛的, 参差不齐的, 不协调的, 粗糙的, 刺耳的",lexicalized,editorial_reviewed,retain_independent,破烂的、参差不齐的，具有稳定形容词义和独立读音。,references/lexical.csv#cet4-w-701b71ee38626f22b48e,2026-09-17
cet4-w-bbcee9d758fc7ba7ca85,raging,rage,listed_related,"a. 愤怒的, 狂暴的, 猛烈的, 使极痛的",lexicalized,editorial_reviewed,retain_independent,猛烈的、肆虐的，描述火灾或风暴等。,references/lexical.csv#cet4-w-bbcee9d758fc7ba7ca85,2026-09-17
cet4-w-8e092d36dd9f29cde1a0,rating,rate,listed_related,"n. 等级, 额定功率, 责骂
[经] 等级评定",lexicalized,editorial_reviewed,retain_independent,等级、评级，是独立名词。,references/lexical.csv#cet4-w-8e092d36dd9f29cde1a0,2026-09-17
cet4-w-5e7b1c4240dbdf224bcb,reading,read,listed_related,"n. 阅读, 知识, 读物
a. 阅读的",lexicalized,editorial_reviewed,retain_independent,阅读、读数、理解方式等独立名词义。,references/lexical.csv#cet4-w-5e7b1c4240dbdf224bcb,2026-09-17
cet4-w-fece2444728e443c8a70,recording,record,listed_related,"a. 记录的, 记录用的
n. 录音",lexicalized,editorial_reviewed,retain_independent,录音、录像、录制品，指作品或活动。,references/lexical.csv#cet4-w-fece2444728e443c8a70,2026-09-17
cet4-w-c60e3de80e1a5bbe8cf6,regarding,regard,headword,prep. 关于,lexicalized,editorial_reviewed,retain_independent,关于，介词用法。,references/lexical.csv#cet4-w-c60e3de80e1a5bbe8cf6,2026-09-17
cet4-w-6576e7df405fb3e25628,rendering,render,listed_related,"n. 翻译, 表现, 描写, 表演, 打底, 透视图",lexicalized,editorial_reviewed,retain_independent,翻译、演绎、效果图等名词义。,references/lexical.csv#cet4-w-6576e7df405fb3e25628,2026-09-17
cet4-w-fa0d2dceb9d415c4b7cc,reserved,reserve,listed_related,"a. 保留的, 预备的, 预定的, 腼腆的, 不露感情的, 含蓄的, 缄默的, 冷淡的
[法] 用作储备的, 保留的, 预定的",lexicalized,editorial_reviewed,retain_independent,矜持的、寡言的，描述性格。,references/lexical.csv#cet4-w-fa0d2dceb9d415c4b7cc,2026-09-17
cet4-w-97e0e1faf06411dcec55,retelling,retell,listed_related,"v. （以不同的方式或语言）复述, 重述( retell的现在分词 )",reference_corrected,editorial_reviewed,retain_independent,复述、改述的故事版本，保留名词义，不仅作为 retell 的现在分词。,https://www.collinsdictionary.com/dictionary/english/retelling,2026-09-17
cet4-w-0e572aab150781d5b5cb,retired,retire,listed_related,"a. 隐退的, 退休的, 退役的
[经] 退休的, 已收回的",lexicalized,editorial_reviewed,retain_independent,退休的，描述职业状态。,references/lexical.csv#cet4-w-0e572aab150781d5b5cb,2026-09-17
cet4-w-7e3ba8452b09144ecc1f,rewarding,reward,listed_related,"a. 有益的, 有报酬的, 报答的",lexicalized,editorial_reviewed,retain_independent,值得做的、有益的，描述事情带来的满足或收益。,references/lexical.csv#cet4-w-7e3ba8452b09144ecc1f,2026-09-17
cet4-w-9dc2588ece438925684c,rose,rise,headword,"n. 玫瑰, 蔷薇, 玫瑰色
a. 玫瑰色的, 玫瑰花的
vt. 使成玫瑰色
rise的过去式",homograph,editorial_reviewed,retain_independent,玫瑰，是独立名词，不随 rise 的过去式删除。,references/lexical.csv#cet4-w-9dc2588ece438925684c,2026-09-17
cet4-w-005ee7c36aef57ae0e19,ruling,rule,listed_related,"n. 判决, 裁定, 统治
a. 统治的, 支配的, 普遍的",lexicalized,editorial_reviewed,retain_independent,裁决，以及执政的，具有独立词性义项。,references/lexical.csv#cet4-w-005ee7c36aef57ae0e19,2026-09-17
cet4-w-08f39012c401499d185e,running,run,listed_related,"n. 赛跑, 流出, 运转
a. 流动的, 跑着的, 连续的",lexicalized,editorial_reviewed,retain_independent,跑步、运营，以及连续的，具有独立词性义项。,references/lexical.csv#cet4-w-08f39012c401499d185e,2026-09-17
cet4-w-babca14381e34b62ee9c,sailing,sail,listed_related,"n. 航行, 航海术, 启航
a. 航行的",lexicalized,editorial_reviewed,retain_independent,帆船运动、航行，是活动名称。,references/lexical.csv#cet4-w-babca14381e34b62ee9c,2026-09-17
cet4-w-2b6684347a3a0585dbbd,saving,save,listed_related,"n. 存款, 挽救, 节约
a. 搭救的, 节约的, 保留的, 补偿的
prep. 除...之外",lexicalized,editorial_reviewed,retain_independent,节省、节约额；另在本条说明 savings 的储蓄义。,references/lexical.csv#cet4-w-2b6684347a3a0585dbbd,2026-09-17
cet4-w-fdca8fc7cc753500e42f,saying,say,listed_related,"n. 叙述, 话, 说, 言论",lexicalized,editorial_reviewed,retain_independent,谚语、格言，是独立名词。,references/lexical.csv#cet4-w-fdca8fc7cc753500e42f,2026-09-17
cet4-w-ae070600afc484c4df96,schooling,school,listed_related,"n. 学校教育, 学费",lexicalized,editorial_reviewed,retain_independent,学校教育，是独立名词。,references/lexical.csv#cet4-w-ae070600afc484c4df96,2026-09-17
cet4-w-1bfcee0d4724a27a7b27,seeming,seem,listed_related,"a. 表面上的
n. 外观",lexicalized,editorial_reviewed,retain_independent,表面上的，描述外观与事实可能有别。,references/lexical.csv#cet4-w-1bfcee0d4724a27a7b27,2026-09-17
cet4-w-891135dc3ae37e758465,serving,serve,listed_related,"n. 服务, 招待, 上菜, 一份食物",lexicalized,editorial_reviewed,retain_independent,一份食物，是可数名词。,references/lexical.csv#cet4-w-891135dc3ae37e758465,2026-09-17
cet4-w-3bf09a6ce0bf8d60a851,setting,set,headword,"n. 环境, 背景, 布景, 镶嵌, 调整, 沉落, 一副餐具
[计] 设置",lexicalized,editorial_reviewed,retain_independent,背景、环境、设置等独立名词义。,references/lexical.csv#cet4-w-3bf09a6ce0bf8d60a851,2026-09-17
cet4-w-acc126bcf0120dcaaf3a,shipping,ship,listed_related,"n. 装运, 航行, 船舶, 船舶吨数
[经] 装运, 运送, 海运",lexicalized,editorial_reviewed,retain_independent,航运、装运，是行业或活动名称。,references/lexical.csv#cet4-w-acc126bcf0120dcaaf3a,2026-09-17
cet4-w-f9a4eb2d17e51e60f83d,shopping,shop,listed_related,"n. 买东西, 购物
[经] 购物, 买东西",lexicalized,editorial_reviewed,retain_independent,购物，是活动名称。,references/lexical.csv#cet4-w-f9a4eb2d17e51e60f83d,2026-09-17
cet4-w-2f4fc24309319a395a70,shot,shoot,headword,"n. 发射, 炮弹, 射击, 射手, 投篮, 射门, 子弹, 射程, 拍摄, 注射
vt. 装弹, 使成颗粒状
a. 杂色的, 交织着的, 渗透的, 点焊的, 破旧的
shoot的过去式和过去分词",homograph,editorial_reviewed,retain_independent,射击、照片、注射等名词义，不随 shoot 的过去式删除。,references/lexical.csv#cet4-w-2f4fc24309319a395a70,2026-09-17
cet4-w-b9798f7407880d66b604,sitting,sit,listed_related,"n. 入席, 就坐, 开庭, 孵卵
a. 坐着的, 就座的, 在职的, 在孵卵中的, 易被击中的",lexicalized,editorial_reviewed,retain_independent,一次会议或就餐等，以及现任的，具有独立词性义项。,references/lexical.csv#cet4-w-b9798f7407880d66b604,2026-09-17
cet4-w-e7ce0ecbbeea529183c9,skating,skate,listed_related,n. 溜冰,lexicalized,editorial_reviewed,retain_independent,滑冰，是运动名称。,references/lexical.csv#cet4-w-e7ce0ecbbeea529183c9,2026-09-17
cet4-w-5cc2b7567ca4bf0e1083,skiing,ski,listed_related,"n. 滑雪运动, 滑雪术",lexicalized,editorial_reviewed,retain_independent,滑雪，是运动名称。,references/lexical.csv#cet4-w-5cc2b7567ca4bf0e1083,2026-09-17
cet4-w-e929e3440d06630730f7,sophisticated,sophisticate,headword,"a. 复杂的, 久经世故的
[法] 尖端的, 高级的, 非常有经验的",lexicalized,editorial_reviewed,retain_independent,复杂精密的、老练的，具有稳定形容词义。,references/lexical.csv#cet4-w-e929e3440d06630730f7,2026-09-17
cet4-w-315bfab2a365e3499853,speeding,speed,listed_related,n. 超速行驶,lexicalized,editorial_reviewed,retain_independent,超速驾驶，指特定行为。,references/lexical.csv#cet4-w-315bfab2a365e3499853,2026-09-17
cet4-w-3781d579d7ca26c86353,spelling,spell,listed_related,"n. 拼, 拼字, 拼法
[计] 拼写检查",lexicalized,editorial_reviewed,retain_independent,拼写、拼法，是独立名词。,references/lexical.csv#cet4-w-3781d579d7ca26c86353,2026-09-17
cet4-w-7be262e604b319fe2979,spending,spend,listed_related,"n. 经费, 开销
[经] 开支, 开销, 经费",lexicalized,editorial_reviewed,retain_independent,支出、开销，是独立名词。,references/lexical.csv#cet4-w-7be262e604b319fe2979,2026-09-17
cet4-w-d99924a7fc8f817edf74,stocking,stock,headword,"n. 长袜
[医] 马足水肿; 长袜",homograph,editorial_reviewed,retain_independent,长袜，是具体物品，不按 stock 的动作变化归并。,references/lexical.csv#cet4-w-d99924a7fc8f817edf74,2026-09-17
cet4-w-7f00452678ca71c44ec1,stranger,strange,listed_related,"n. 陌生人, 门外汉
[法] 局外人, 非当事人, 第三者",false_lemma,editorial_reviewed,retain_independent,陌生人，是 strange 的派生名词；不能仅当作比较级。,references/lexical.csv#cet4-w-7f00452678ca71c44ec1,2026-09-17
cet4-w-f06f260cece268d9f507,striking,strike,listed_related,"a. 醒目的, 惊人的, 打击的, 罢工的
[法] 罢工的, 罢市的, 罢课的",lexicalized,editorial_reviewed,retain_independent,显著的、引人注目的，具有稳定形容词义。,references/lexical.csv#cet4-w-f06f260cece268d9f507,2026-09-17
cet4-w-502cf4381edf771eb373,stuffing,stuff,listed_related,"n. 填塞物, 填料",lexicalized,editorial_reviewed,retain_independent,填充物、馅料，指具体事物。,references/lexical.csv#cet4-w-502cf4381edf771eb373,2026-09-17
cet4-w-97f7bb333809b418be8f,suffering,suffer,listed_related,"n. 苦难, 受苦",lexicalized,editorial_reviewed,retain_independent,痛苦、苦难，是独立名词。,references/lexical.csv#cet4-w-97f7bb333809b418be8f,2026-09-17
cet4-w-c84b9e78282a281845c7,surfing,surf,listed_related,n. 冲浪运动,lexicalized,editorial_reviewed,retain_independent,冲浪，是运动名称。,references/lexical.csv#cet4-w-c84b9e78282a281845c7,2026-09-17
cet4-w-701b76d45f89927d858d,swimming,swim,listed_related,"n. 游泳, 眩晕",lexicalized,editorial_reviewed,retain_independent,游泳，是运动名称。,references/lexical.csv#cet4-w-701b76d45f89927d858d,2026-09-17
cet4-w-990b97c678979a6f6a61,teaching,teach,listed_related,"n. 教学, 学说, 教导",lexicalized,editorial_reviewed,retain_independent,教学、教导、学说，具有独立名词义。,references/lexical.csv#cet4-w-990b97c678979a6f6a61,2026-09-17
cet4-w-8bfadd7cae14b621f539,telecommunications,telecommunication,headword,"n. 电信, 通讯, 电信学
[电] 电通信",syllabus_form,editorial_reviewed,retain_independent,电信、电信业，考纲采用此复数形式，当前目标表不重复收录单数。,references/lexical.csv#cet4-w-8bfadd7cae14b621f539,2026-09-17
cet4-w-58042fc06554df5e5293,telling,tell,listed_related,"a. 有效的, 显著的, 显露内心活动的",lexicalized,editorial_reviewed,retain_independent,说明问题的、有力的，保留形容词义。,references/lexical.csv#cet4-w-58042fc06554df5e5293,2026-09-17
cet4-w-ce7200f93e523c89dc74,thinking,think,listed_related,"n. 思考, 思想
a. 思考的, 有理性的",lexicalized,editorial_reviewed,retain_independent,思考、看法，具有独立名词义。,references/lexical.csv#cet4-w-ce7200f93e523c89dc74,2026-09-17
cet4-w-b91ac6e53938cb55a6fc,thought,think,headword,"n. 想法, 思想, 思维, 关心, 挂念
think的过去式和过去分词",lexicalized,editorial_reviewed,retain_independent,想法、思想，不能只当作 think 的过去式。,references/lexical.csv#cet4-w-b91ac6e53938cb55a6fc,2026-09-17
cet4-w-f0815fe27096e2f84d38,tiring,tire,listed_related,"a. 引起疲劳的, 累人的
[医] 轮箍术(髌骨骨折时)",lexicalized,editorial_reviewed,retain_independent,累人的，描述引起的感受。,references/lexical.csv#cet4-w-f0815fe27096e2f84d38,2026-09-17
cet4-w-fc8a3a3f8bd8974e993e,trying,try,listed_related,"a. 难受的, 难堪的
[法] 裁决, 审判, 审理; 使人痛苦的, 难堪的, 难处的",lexicalized,editorial_reviewed,retain_independent,令人厌烦的、难对付的，描述经历或处境。,references/lexical.csv#cet4-w-fc8a3a3f8bd8974e993e,2026-09-17
cet4-w-099347927fe93ee06f5c,underdeveloped,underdevelop,headword,"a. 开发不充分的, 不发达的, 发育不全的",lexicalized,editorial_reviewed,retain_independent,不发达的、发育不足的，具有稳定形容词义。,references/lexical.csv#cet4-w-099347927fe93ee06f5c,2026-09-17
cet4-w-76965f1198a21f2bd900,understanding,understand,listed_related,"n. 理解, 谅解
[法] 协商, 协议, 谅解",lexicalized,editorial_reviewed,retain_independent,理解、谅解，以及体谅人的，具有独立词性义项。,references/lexical.csv#cet4-w-76965f1198a21f2bd900,2026-09-17
cet4-w-31da33cd78d42adb2c9c,undertaking,undertake,listed_related,"n. 事业, 企业, 保证
[经] 企业, 事业, 承担",lexicalized,editorial_reviewed,retain_independent,任务、事业、承诺，是独立名词。,references/lexical.csv#cet4-w-31da33cd78d42adb2c9c,2026-09-17
cet4-w-fdd28331f9b6ef98b09e,used,use,headword,"a. 使用过的, 二手的, 习惯的",lexicalized,editorial_reviewed,retain_independent,二手的，以及 be used to 的习惯表达。,references/lexical.csv#cet4-w-fdd28331f9b6ef98b09e,2026-09-17
cet4-w-cf5847909ba151b9d350,warning,warn,listed_related,"n. 警告, 预告, 预兆, 通知
[法] 警告, 警戒, 预告; 警告的, 注意的",lexicalized,editorial_reviewed,retain_independent,警告、警报，是独立名词。,references/lexical.csv#cet4-w-cf5847909ba151b9d350,2026-09-17
cet4-w-fa39d587b5e5e23941e4,washing,wash,listed_related,"n. 洗涤, 浸, 洗涤物
[机] 涂浆, 洗涤",lexicalized,editorial_reviewed,retain_independent,洗涤、待洗或已洗的衣物，是独立名词。,references/lexical.csv#cet4-w-fa39d587b5e5e23941e4,2026-09-17
cet4-w-a9f107e38ed6f77a2a1d,weed,wee,headword,"n. 杂草, 野草
vi. 除草
vt. 除...的草, 剔除",false_lemma,editorial_reviewed,retain_independent,杂草、除草的 weed 不能归入 wee 的变化。,references/lexical.csv#cet4-w-a9f107e38ed6f77a2a1d,2026-09-17
cet4-w-0bbe3441b4e6dd3efb1a,worried,worry,listed_related,"a. 担心的, 闷闷不乐的",lexicalized,editorial_reviewed,retain_independent,担心的，描述人的状态。,references/lexical.csv#cet4-w-0bbe3441b4e6dd3efb1a,2026-09-17
cet4-w-ea3e14790fcbd319e152,worse,bad,headword,"n. 更坏的事, 更恶劣的事, 败局
a. 更坏的, 更恶劣的
adv. 更坏地, 更恶劣地",irregular_comparison,editorial_reviewed,retain_independent,大纲单列的不规则比较级；保留更坏的、更坏地，关联 bad。,references/lexical.csv#cet4-w-ea3e14790fcbd319e152,2026-09-17
cet4-w-0a4f39e1d308f06ecf92,worst,bad,headword,"n. 最坏, 最坏的时候
a. 最坏的, 最恶劣的, 最不利的
adv. 最坏, 最糟",irregular_comparison,editorial_reviewed,retain_independent,大纲单列的不规则最高级；保留最坏的、最坏情况，关联 bad。,references/lexical.csv#cet4-w-0a4f39e1d308f06ecf92,2026-09-17
cet4-w-dc0fa9f48ef0d6abdcd0,wound,wind,headword,"n. 创伤, 伤口, 伤疤, 伤害, 痛苦
vt. 伤害, 损害, 使受伤
vi. 打伤, 伤害
wind的过去式和过去分词",homograph,editorial_reviewed,retain_independent,伤口、使受伤，与 wind 的过去式读音义项有别。,references/lexical.csv#cet4-w-dc0fa9f48ef0d6abdcd0,2026-09-17
cet4-w-ca63dc7b2e8b33628ab5,wrapping,wrap,listed_related,"n. 用于包裹的材料
[计] 绕接",lexicalized,editorial_reviewed,retain_independent,包装材料、包装纸，指具体物品。,references/lexical.csv#cet4-w-ca63dc7b2e8b33628ab5,2026-09-17
cet4-w-d9a23f011e913b6ec7c5,writing,write,listed_related,"n. 书写, 著作, 笔迹, 作品
[医] 书写",lexicalized,editorial_reviewed,retain_independent,写作、文字、作品，具有独立名词义。,references/lexical.csv#cet4-w-d9a23f011e913b6ec7c5,2026-09-17
